unique_id,text,principle_1_x,principle_2_x,principle_3_x,principle_4_x,principle_5_x,principle_6_x,llm_query,principle_1_y,principle_2_y,principle_3_y,principle_4_y,principle_5_y,principle_6_y,iteration
148,"The Holy See’s Delegation has repeatedly called for a clear and firm political will toagree on tangible and concrete action, and has urged the adoption of common bindingmeasures and adequate budgcts for cffective and sustainable action on mitigation andadaptation, as well as on sharing technologies and know-how.",0,1,0,0,0,0,"148 The Holy See’s Delegation has repeatedly called for a clear and firm political will toagree on tangible and concrete action, and has urged the adoption of common bindingmeasures and adequate budgcts for cffective and sustainable action on mitigation andadaptation, as well as on sharing technologies and know-how.
", 0 , 0 , 0 , 0 , 0 , 0,3
156,"There is no room for the globalization of indifference, the economy of exclusion or the throwaway culture so foten denounced by Pope Francis.",0,1,0,0,0,0,"156 There is no room for the globalization of indifference, the economy of exclusion or the throwaway culture so foten denounced by Pope Francis.
", 0 , 0 , 0 , 0 , 0 , 0,1
156,"There is no room for the globalization of indifference, the economy of exclusion or the throwaway culture so foten denounced by Pope Francis.",0,1,0,0,0,0,"156 There is no room for the globalization of indifference, the economy of exclusion or the throwaway culture so foten denounced by Pope Francis.
", 0 , 0 , 0 , 0 , 0 , 0,2
156,"There is no room for the globalization of indifference, the economy of exclusion or the throwaway culture so foten denounced by Pope Francis.",0,1,0,0,0,0,"156 There is no room for the globalization of indifference, the economy of exclusion or the throwaway culture so foten denounced by Pope Francis.
", 0 , 0 , 0 , 0 , 0 , 0,3
157,"Pope Francis warns that “the effective fight against global warming is only possiblethrough a responsible collective response, that overcomes particular interests andbehaviors and develops itself free from political and economic pressures.",0,0,1,0,0,0,"157 Pope Francis warns that “the effective fight against global warming is only possiblethrough a responsible collective response, that overcomes particular interests andbehaviors and develops itself free from political and economic pressures.
", 0 , 0 , 0 , 0 , 0 , 0,1
157,"Pope Francis warns that “the effective fight against global warming is only possiblethrough a responsible collective response, that overcomes particular interests andbehaviors and develops itself free from political and economic pressures.",0,0,1,0,0,0,"157 Pope Francis warns that “the effective fight against global warming is only possiblethrough a responsible collective response, that overcomes particular interests andbehaviors and develops itself free from political and economic pressures.
", 0 , 0 , 0 , 0 , 0 , 0,2
157,"Pope Francis warns that “the effective fight against global warming is only possiblethrough a responsible collective response, that overcomes particular interests andbehaviors and develops itself free from political and economic pressures.",0,0,1,0,0,0,"157 Pope Francis warns that “the effective fight against global warming is only possiblethrough a responsible collective response, that overcomes particular interests andbehaviors and develops itself free from political and economic pressures.
", 0 , 0 , 0 , 0 , 0 , 0,3
158,"A collectiveresponse that is also capable of contrasting attitudes of distrust and promote a culture ofsolidarity, encounter and dialogue; able to act responsibility to protect the planct and thehuman family”, ensuring that present and future generations have the possibility of livingin a safe and worthy environment.",0,0,1,0,0,0,"158 A collectiveresponse that is also capable of contrasting attitudes of distrust and promote a culture ofsolidarity, encounter and dialogue; able to act responsibility to protect the planct and thehuman family”, ensuring that present and future generations have the possibility of livingin a safe and worthy environment.
", 0 , 0 , 0 , 0 , 0 , 0,1
158,"A collectiveresponse that is also capable of contrasting attitudes of distrust and promote a culture ofsolidarity, encounter and dialogue; able to act responsibility to protect the planct and thehuman family”, ensuring that present and future generations have the possibility of livingin a safe and worthy environment.",0,0,1,0,0,0,"158 A collectiveresponse that is also capable of contrasting attitudes of distrust and promote a culture ofsolidarity, encounter and dialogue; able to act responsibility to protect the planct and thehuman family”, ensuring that present and future generations have the possibility of livingin a safe and worthy environment.
", 0 , 0 , 0 , 0 , 0 , 0,2
158,"A collectiveresponse that is also capable of contrasting attitudes of distrust and promote a culture ofsolidarity, encounter and dialogue; able to act responsibility to protect the planct and thehuman family”, ensuring that present and future generations have the possibility of livingin a safe and worthy environment.",0,0,1,0,0,0,"158 A collectiveresponse that is also capable of contrasting attitudes of distrust and promote a culture ofsolidarity, encounter and dialogue; able to act responsibility to protect the planct and thehuman family”, ensuring that present and future generations have the possibility of livingin a safe and worthy environment.
", 0 , 0 , 0 , 0 , 0 , 0,3
160,"Justice, respect and equity are at the basis of this culture.",0,1,0,0,0,0,"160 Justice, respect and equity are at the basis of this culture.
", 0 , 0 , 0 , 0 , 0 , 0,1
160,"Justice, respect and equity are at the basis of this culture.",0,1,0,0,0,0,"160 Justice, respect and equity are at the basis of this culture.
", 0 , 0 , 0 , 0 , 0 , 0,2
160,"Justice, respect and equity are at the basis of this culture.",0,1,0,0,0,0,"160 Justice, respect and equity are at the basis of this culture.
", 0 , 0 , 0 , 0 , 0 , 0,3
161,"If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.",0,1,0,0,0,0,"161 If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.
", 0 , 0 , 0 , 0 , 1 , 0,1
161,"If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.",0,1,0,0,0,0,"161 If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.
", 0 , 0 , 0 , 0 , 0 , 0,1
161,"If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.",0,1,0,0,0,0,"161 If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.
", 0 , 0 , 0 , 0 , 1 , 0,2
161,"If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.",0,1,0,0,0,0,"161 If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.
", 1 , 0 , 0 , 0 , 0 , 0,2
161,"If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.",0,1,0,0,0,0,"161 If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.
", 0 , 0 , 0 , 0 , 1 , 0,3
161,"If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.",0,1,0,0,0,0,"161 If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.
", 0 , 0 , 0 , 0 , 0 , 0,3
165,Let us work together forthe common good rather than point at each other and pass responsibility to others.,0,0,1,0,0,0,"165 Let us work together forthe common good rather than point at each other and pass responsibility to others.
", 0 , 0 , 0 , 0 , 1 , 0,1
165,Let us work together forthe common good rather than point at each other and pass responsibility to others.,0,0,1,0,0,0,"165 Let us work together forthe common good rather than point at each other and pass responsibility to others.
", 0 , 0 , 0 , 0 , 0 , 0,2
165,Let us work together forthe common good rather than point at each other and pass responsibility to others.,0,0,1,0,0,0,"165 Let us work together forthe common good rather than point at each other and pass responsibility to others.
", 0 , 0 , 0 , 0 , 0 , 0,3
166,"Thisrequires the full, responsible and dedicated collaboration of all, according to theirpossibilities and circumstances.",0,1,0,0,0,0,"166 Thisrequires the full, responsible and dedicated collaboration of all, according to theirpossibilities and circumstances.
", 0 , 0 , 0 , 0 , 0 , 0,1
166,"Thisrequires the full, responsible and dedicated collaboration of all, according to theirpossibilities and circumstances.",0,1,0,0,0,0,"166 Thisrequires the full, responsible and dedicated collaboration of all, according to theirpossibilities and circumstances.
", 0 , 1 , 0 , 0 , 0 , 0,2
166,"Thisrequires the full, responsible and dedicated collaboration of all, according to theirpossibilities and circumstances.",0,1,0,0,0,0,"166 Thisrequires the full, responsible and dedicated collaboration of all, according to theirpossibilities and circumstances.
", 0 , 1 , 0 , 0 , 0 , 0,3
168,"We must also consider the centralfactor of education: education aimed at fostering a sense of responsibility in children andadults towards environmentally sound patterns of development, the stewardship ofcreation, and solidarity among people.",1,0,0,0,0,0,"168 We must also consider the centralfactor of education: education aimed at fostering a sense of responsibility in children andadults towards environmentally sound patterns of development, the stewardship ofcreation, and solidarity among people.
", 0 , 0 , 0 , 0 , 0 , 0,1
168,"We must also consider the centralfactor of education: education aimed at fostering a sense of responsibility in children andadults towards environmentally sound patterns of development, the stewardship ofcreation, and solidarity among people.",1,0,0,0,0,0,"168 We must also consider the centralfactor of education: education aimed at fostering a sense of responsibility in children andadults towards environmentally sound patterns of development, the stewardship ofcreation, and solidarity among people.
", 0 , 0 , 1 , 0 , 0 , 0,2
168,"We must also consider the centralfactor of education: education aimed at fostering a sense of responsibility in children andadults towards environmentally sound patterns of development, the stewardship ofcreation, and solidarity among people.",1,0,0,0,0,0,"168 We must also consider the centralfactor of education: education aimed at fostering a sense of responsibility in children andadults towards environmentally sound patterns of development, the stewardship ofcreation, and solidarity among people.
", 0 , 0 , 0 , 0 , 0 , 0,3
169,‘lhe current lifestyle with its throwaway culture isunsustainable and should have no place in our lives.,1,0,0,0,0,0,"169 ‘lhe current lifestyle with its throwaway culture isunsustainable and should have no place in our lives.
", 0 , 0 , 0 , 0 , 1 , 0,1
169,‘lhe current lifestyle with its throwaway culture isunsustainable and should have no place in our lives.,1,0,0,0,0,0,"169 ‘lhe current lifestyle with its throwaway culture isunsustainable and should have no place in our lives.
", 0 , 0 , 1 , 0 , 0 , 0,2
169,‘lhe current lifestyle with its throwaway culture isunsustainable and should have no place in our lives.,1,0,0,0,0,0,"169 ‘lhe current lifestyle with its throwaway culture isunsustainable and should have no place in our lives.
", 0 , 0 , 0 , 0 , 1 , 0,3
173,"The Holy Sce hopes that everyone will join in adopting an ambitious holistic approach Loensure the integral development of all persons, countries and creation itself.",0,0,1,0,0,0,"173 The Holy Sce hopes that everyone will join in adopting an ambitious holistic approach Loensure the integral development of all persons, countries and creation itself.
", 0 , 0 , 0 , 0 , 0 , 0,1
173,"The Holy Sce hopes that everyone will join in adopting an ambitious holistic approach Loensure the integral development of all persons, countries and creation itself.",0,0,1,0,0,0,"173 The Holy Sce hopes that everyone will join in adopting an ambitious holistic approach Loensure the integral development of all persons, countries and creation itself.
", 0 , 0 , 0 , 0 , 0 , 0,2
173,"The Holy Sce hopes that everyone will join in adopting an ambitious holistic approach Loensure the integral development of all persons, countries and creation itself.",0,0,1,0,0,0,"173 The Holy Sce hopes that everyone will join in adopting an ambitious holistic approach Loensure the integral development of all persons, countries and creation itself.
", 0 , 0 , 0 , 0 , 0 , 0,3
178, Climate change poses a serious global challenge as evidenced b y science and therefore requires an urgent and immediate action by all .,0,0,1,0,0,0,"178  Climate change poses a serious global challenge as evidenced b y science and therefore requires an urgent and immediate action by all .
", 0 , 0 , 0 , 0 , 0 , 0,1
178, Climate change poses a serious global challenge as evidenced b y science and therefore requires an urgent and immediate action by all .,0,0,1,0,0,0,"178  Climate change poses a serious global challenge as evidenced b y science and therefore requires an urgent and immediate action by all .
", 0 , 0 , 0 , 0 , 0 , 0,2
178, Climate change poses a serious global challenge as evidenced b y science and therefore requires an urgent and immediate action by all .,0,0,1,0,0,0,"178  Climate change poses a serious global challenge as evidenced b y science and therefore requires an urgent and immediate action by all .
", 0 , 0 , 0 , 0 , 0 , 0,3
181," COP 20/CMP 10 present an opportunity for us to make bold and comprehensive decision s for a safe r Planet, its people and their livelihoods.",0,0,1,0,0,0,"181  COP 20/CMP 10 present an opportunity for us to make bold and comprehensive decision s for a safe r Planet, its people and their livelihoods.
", 0 , 0 , 0 , 0 , 0 , 0,1
181," COP 20/CMP 10 present an opportunity for us to make bold and comprehensive decision s for a safe r Planet, its people and their livelihoods.",0,0,1,0,0,0,"181  COP 20/CMP 10 present an opportunity for us to make bold and comprehensive decision s for a safe r Planet, its people and their livelihoods.
", 0 , 0 , 0 , 0 , 0 , 0,2
181," COP 20/CMP 10 present an opportunity for us to make bold and comprehensive decision s for a safe r Planet, its people and their livelihoods.",0,0,1,0,0,0,"181  COP 20/CMP 10 present an opportunity for us to make bold and comprehensive decision s for a safe r Planet, its people and their livelihoods.
", 0 , 0 , 0 , 0 , 0 , 0,3
184,"The Agreement must address all the elements of mitigation, adaptation, finance, technology, capacity -building, transparency of action, and support in a comprehensive and balanced manner without om itting the aspects of loss and damage .",1,0,0,0,0,0,"184 The Agreement must address all the elements of mitigation, adaptation, finance, technology, capacity -building, transparency of action, and support in a comprehensive and balanced manner without om itting the aspects of loss and damage .
", 0 , 0 , 0 , 0 , 0 , 0,1
184,"The Agreement must address all the elements of mitigation, adaptation, finance, technology, capacity -building, transparency of action, and support in a comprehensive and balanced manner without om itting the aspects of loss and damage .",1,0,0,0,0,0,"184 The Agreement must address all the elements of mitigation, adaptation, finance, technology, capacity -building, transparency of action, and support in a comprehensive and balanced manner without om itting the aspects of loss and damage .
", 0 , 0 , 0 , 0 , 0 , 0,2
184,"The Agreement must address all the elements of mitigation, adaptation, finance, technology, capacity -building, transparency of action, and support in a comprehensive and balanced manner without om itting the aspects of loss and damage .",1,0,0,0,0,0,"184 The Agreement must address all the elements of mitigation, adaptation, finance, technology, capacity -building, transparency of action, and support in a comprehensive and balanced manner without om itting the aspects of loss and damage .
", 0 , 0 , 0 , 0 , 0 , 0,3
186,The INDCs must reflect the efforts Parties are willing to contribute towards the enhanced implementation of their obligations under the convention as enshrined in its Article 4.,0,1,0,0,0,0,"186 The INDCs must reflect the efforts Parties are willing to contribute towards the enhanced implementation of their obligations under the convention as enshrined in its Article 4.
", 0 , 0 , 0 , 0 , 0 , 0,1
186,The INDCs must reflect the efforts Parties are willing to contribute towards the enhanced implementation of their obligations under the convention as enshrined in its Article 4.,0,1,0,0,0,0,"186 The INDCs must reflect the efforts Parties are willing to contribute towards the enhanced implementation of their obligations under the convention as enshrined in its Article 4.
", 0 , 0 , 0 , 0 , 0 , 0,2
186,The INDCs must reflect the efforts Parties are willing to contribute towards the enhanced implementation of their obligations under the convention as enshrined in its Article 4.,0,1,0,0,0,0,"186 The INDCs must reflect the efforts Parties are willing to contribute towards the enhanced implementation of their obligations under the convention as enshrined in its Article 4.
", 0 , 0 , 0 , 0 , 0 , 0,3
187, Enhancing the pre -2020 ambition is critical to keep us on track to a below two degree temperature rise ; and to help build necessary trust and confidence for a meaningful 2015 Agreement.,0,0,1,0,0,0,"187  Enhancing the pre -2020 ambition is critical to keep us on track to a below two degree temperature rise ; and to help build necessary trust and confidence for a meaningful 2015 Agreement.
", 0 , 0 , 0 , 0 , 0 , 0,1
187, Enhancing the pre -2020 ambition is critical to keep us on track to a below two degree temperature rise ; and to help build necessary trust and confidence for a meaningful 2015 Agreement.,0,0,1,0,0,0,"187  Enhancing the pre -2020 ambition is critical to keep us on track to a below two degree temperature rise ; and to help build necessary trust and confidence for a meaningful 2015 Agreement.
", 0 , 0 , 0 , 0 , 0 , 0,2
187, Enhancing the pre -2020 ambition is critical to keep us on track to a below two degree temperature rise ; and to help build necessary trust and confidence for a meaningful 2015 Agreement.,0,0,1,0,0,0,"187  Enhancing the pre -2020 ambition is critical to keep us on track to a below two degree temperature rise ; and to help build necessary trust and confidence for a meaningful 2015 Agreement.
", 0 , 0 , 0 , 0 , 0 , 0,3
188,"Developed countries should take the lead in increasing their mitigation ambition, and providing enhanced support for developing countries to incre ase their ambition.",0,0,0,1,0,0,"188 Developed countries should take the lead in increasing their mitigation ambition, and providing enhanced support for developing countries to incre ase their ambition.
", 0 , 0 , 0 , 0 , 0 , 0,1
188,"Developed countries should take the lead in increasing their mitigation ambition, and providing enhanced support for developing countries to incre ase their ambition.",0,0,0,1,0,0,"188 Developed countries should take the lead in increasing their mitigation ambition, and providing enhanced support for developing countries to incre ase their ambition.
", 0 , 0 , 0 , 0 , 0 , 0,2
188,"Developed countries should take the lead in increasing their mitigation ambition, and providing enhanced support for developing countries to incre ase their ambition.",0,0,0,1,0,0,"188 Developed countries should take the lead in increasing their mitigation ambition, and providing enhanced support for developing countries to incre ase their ambition.
", 0 , 0 , 0 , 0 , 0 , 0,3
192," I also welcome , and indeed recognise pledges by some developed countr y-Part ies to the Green Climate Fund and urge for more accelerated action to ensure its full capitalization .",0,0,0,1,0,0,"192  I also welcome , and indeed recognise pledges by some developed countr y-Part ies to the Green Climate Fund and urge for more accelerated action to ensure its full capitalization .
", 0 , 0 , 0 , 0 , 0 , 0,1
192," I also welcome , and indeed recognise pledges by some developed countr y-Part ies to the Green Climate Fund and urge for more accelerated action to ensure its full capitalization .",0,0,0,1,0,0,"192  I also welcome , and indeed recognise pledges by some developed countr y-Part ies to the Green Climate Fund and urge for more accelerated action to ensure its full capitalization .
", 0 , 0 , 0 , 0 , 0 , 0,2
192," I also welcome , and indeed recognise pledges by some developed countr y-Part ies to the Green Climate Fund and urge for more accelerated action to ensure its full capitalization .",0,0,0,1,0,0,"192  I also welcome , and indeed recognise pledges by some developed countr y-Part ies to the Green Climate Fund and urge for more accelerated action to ensure its full capitalization .
", 0 , 0 , 0 , 0 , 0 , 0,3
197," Lastly distinguished Ladies and Gentlemen, A m eaningful outcome from this conference is critical in enhancingthe multilateral rules based regime under the UNFCCC .",0,1,0,0,0,0,"197  Lastly distinguished Ladies and Gentlemen, A m eaningful outcome from this conference is critical in enhancingthe multilateral rules based regime under the UNFCCC .
", 0 , 0 , 0 , 0 , 0 , 0,1
197," Lastly distinguished Ladies and Gentlemen, A m eaningful outcome from this conference is critical in enhancingthe multilateral rules based regime under the UNFCCC .",0,1,0,0,0,0,"197  Lastly distinguished Ladies and Gentlemen, A m eaningful outcome from this conference is critical in enhancingthe multilateral rules based regime under the UNFCCC .
", 0 , 0 , 0 , 0 , 0 , 0,2
197," Lastly distinguished Ladies and Gentlemen, A m eaningful outcome from this conference is critical in enhancingthe multilateral rules based regime under the UNFCCC .",0,1,0,0,0,0,"197  Lastly distinguished Ladies and Gentlemen, A m eaningful outcome from this conference is critical in enhancingthe multilateral rules based regime under the UNFCCC .
", 0 , 0 , 0 , 0 , 0 , 0,3
204, We need to build on this momentum and answer these calls by taking action.,1,0,0,0,0,0,"204  We need to build on this momentum and answer these calls by taking action.
", 0 , 0 , 0 , 0 , 0 , 0,1
204, We need to build on this momentum and answer these calls by taking action.,1,0,0,0,0,0,"204  We need to build on this momentum and answer these calls by taking action.
", 0 , 0 , 0 , 0 , 0 , 0,2
204, We need to build on this momentum and answer these calls by taking action.,1,0,0,0,0,0,"204  We need to build on this momentum and answer these calls by taking action.
", 0 , 0 , 0 , 0 , 0 , 0,3
211," [Global agreement ]  But actions by a partial number of countries will not be sufficient to address climate change , and coordinated international response is essenti al.",0,1,0,0,0,0,"211  [Global agreement ]  But actions by a partial number of countries will not be sufficient to address climate change , and coordinated international response is essenti al.
", 0 , 0 , 0 , 0 , 0 , 0,1
211," [Global agreement ]  But actions by a partial number of countries will not be sufficient to address climate change , and coordinated international response is essenti al.",0,1,0,0,0,0,"211  [Global agreement ]  But actions by a partial number of countries will not be sufficient to address climate change , and coordinated international response is essenti al.
", 0 , 0 , 0 , 0 , 0 , 0,2
211," [Global agreement ]  But actions by a partial number of countries will not be sufficient to address climate change , and coordinated international response is essenti al.",0,1,0,0,0,0,"211  [Global agreement ]  But actions by a partial number of countries will not be sufficient to address climate change , and coordinated international response is essenti al.
", 0 , 0 , 0 , 0 , 0 , 0,3
212," This is why we need to build a meaningful, durable, and truly global agreement which will inspire actions on the ground.",1,0,0,0,0,0,"212  This is why we need to build a meaningful, durable, and truly global agreement which will inspire actions on the ground.
", 0 , 0 , 0 , 0 , 0 , 0,1
212," This is why we need to build a meaningful, durable, and truly global agreement which will inspire actions on the ground.",1,0,0,0,0,0,"212  This is why we need to build a meaningful, durable, and truly global agreement which will inspire actions on the ground.
", 0 , 0 , 0 , 0 , 0 , 0,2
212," This is why we need to build a meaningful, durable, and truly global agreement which will inspire actions on the ground.",1,0,0,0,0,0,"212  This is why we need to build a meaningful, durable, and truly global agreement which will inspire actions on the ground.
", 0 , 0 , 0 , 0 , 0 , 0,3
217,"  First, our conversation on the new agreement should leave no one behind .",0,0,0,0,1,0,"217   First, our conversation on the new agreement should leave no one behind .
", 0 , 0 , 0 , 0 , 0 , 0,1
217,"  First, our conversation on the new agreement should leave no one behind .",0,0,0,0,1,0,"217   First, our conversation on the new agreement should leave no one behind .
", 0 , 0 , 0 , 0 , 0 , 0,2
217,"  First, our conversation on the new agreement should leave no one behind .",0,0,0,0,1,0,"217   First, our conversation on the new agreement should leave no one behind .
", 0 , 0 , 0 , 0 , 0 , 0,3
220,"  Second, the agreement should be relevant to all .",0,1,0,0,0,0,"220   Second, the agreement should be relevant to all .
", 0 , 0 , 0 , 0 , 0 , 0,1
220,"  Second, the agreement should be relevant to all .",0,1,0,0,0,0,"220   Second, the agreement should be relevant to all .
", 0 , 0 , 0 , 0 , 0 , 0,2
220,"  Second, the agreement should be relevant to all .",0,1,0,0,0,0,"220   Second, the agreement should be relevant to all .
", 0 , 0 , 0 , 0 , 0 , 0,3
223,"  Last but not least, t he agreement should also lay solid foundation for transparency and accountability with a clear set of rules .",1,0,0,0,0,0,"223   Last but not least, t he agreement should also lay solid foundation for transparency and accountability with a clear set of rules .
", 0 , 0 , 0 , 0 , 0 , 0,1
223,"  Last but not least, t he agreement should also lay solid foundation for transparency and accountability with a clear set of rules .",1,0,0,0,0,0,"223   Last but not least, t he agreement should also lay solid foundation for transparency and accountability with a clear set of rules .
", 0 , 0 , 0 , 0 , 0 , 0,2
223,"  Last but not least, t he agreement should also lay solid foundation for transparency and accountability with a clear set of rules .",1,0,0,0,0,0,"223   Last but not least, t he agreement should also lay solid foundation for transparency and accountability with a clear set of rules .
", 0 , 0 , 0 , 0 , 0 , 0,3
226, Let us REBUILD confidence in international response to climate change ; RENEW our commitments to take action; and  REVITALIZE hope for our common future.,0,0,1,0,0,0,"226  Let us REBUILD confidence in international response to climate change ; RENEW our commitments to take action; and  REVITALIZE hope for our common future.
", 0 , 0 , 0 , 0 , 0 , 0,1
226, Let us REBUILD confidence in international response to climate change ; RENEW our commitments to take action; and  REVITALIZE hope for our common future.,0,0,1,0,0,0,"226  Let us REBUILD confidence in international response to climate change ; RENEW our commitments to take action; and  REVITALIZE hope for our common future.
", 0 , 0 , 0 , 0 , 0 , 0,2
226, Let us REBUILD confidence in international response to climate change ; RENEW our commitments to take action; and  REVITALIZE hope for our common future.,0,0,1,0,0,0,"226  Let us REBUILD confidence in international response to climate change ; RENEW our commitments to take action; and  REVITALIZE hope for our common future.
", 0 , 0 , 0 , 0 , 0 , 0,3
243,"With only 0.01 % of global emissions produced by the Pacific as a region, Tonga  understands that we co -exist in a Global Commons, and that as a global family we  must foster global partnerships as a measure to catalyze global ambitions.",0,0,1,0,0,0,"243 With only 0.01 % of global emissions produced by the Pacific as a region, Tonga  understands that we co -exist in a Global Commons, and that as a global family we  must foster global partnerships as a measure to catalyze global ambitions.
", 0 , 0 , 0 , 0 , 0 , 0,1
243,"With only 0.01 % of global emissions produced by the Pacific as a region, Tonga  understands that we co -exist in a Global Commons, and that as a global family we  must foster global partnerships as a measure to catalyze global ambitions.",0,0,1,0,0,0,"243 With only 0.01 % of global emissions produced by the Pacific as a region, Tonga  understands that we co -exist in a Global Commons, and that as a global family we  must foster global partnerships as a measure to catalyze global ambitions.
", 0 , 0 , 0 , 0 , 0 , 0,2
243,"With only 0.01 % of global emissions produced by the Pacific as a region, Tonga  understands that we co -exist in a Global Commons, and that as a global family we  must foster global partnerships as a measure to catalyze global ambitions.",0,0,1,0,0,0,"243 With only 0.01 % of global emissions produced by the Pacific as a region, Tonga  understands that we co -exist in a Global Commons, and that as a global family we  must foster global partnerships as a measure to catalyze global ambitions.
", 0 , 0 , 0 , 0 , 0 , 0,3
244,"Yet, in light of our limited human resources, and economic capacity, we as one of the worlds most vulnerable countries, have no alternative but to leave no stone unturned, or leave anything to chance, and spare no expense , because no monetary value can be ascribed to ‘one’s ri ght to exist’.",0,0,0,0,1,0,"244 Yet, in light of our limited human resources, and economic capacity, we as one of the worlds most vulnerable countries, have no alternative but to leave no stone unturned, or leave anything to chance, and spare no expense , because no monetary value can be ascribed to ‘one’s ri ght to exist’.
", 0 , 0 , 0 , 1 , 0 , 0,1
244,"Yet, in light of our limited human resources, and economic capacity, we as one of the worlds most vulnerable countries, have no alternative but to leave no stone unturned, or leave anything to chance, and spare no expense , because no monetary value can be ascribed to ‘one’s ri ght to exist’.",0,0,0,0,1,0,"244 Yet, in light of our limited human resources, and economic capacity, we as one of the worlds most vulnerable countries, have no alternative but to leave no stone unturned, or leave anything to chance, and spare no expense , because no monetary value can be ascribed to ‘one’s ri ght to exist’.
", 0 , 0 , 0 , 1 , 0 , 0,2
244,"Yet, in light of our limited human resources, and economic capacity, we as one of the worlds most vulnerable countries, have no alternative but to leave no stone unturned, or leave anything to chance, and spare no expense , because no monetary value can be ascribed to ‘one’s ri ght to exist’.",0,0,0,0,1,0,"244 Yet, in light of our limited human resources, and economic capacity, we as one of the worlds most vulnerable countries, have no alternative but to leave no stone unturned, or leave anything to chance, and spare no expense , because no monetary value can be ascribed to ‘one’s ri ght to exist’.
", 0 , 0 , 0 , 1 , 0 , 0,3
245,"It is in this context , that the Government and the people of the Kingdom of Tonga urge world leaders to revise their development strategies by taking up the challenge of adopting and reverting to more sustainable means for develop ment, which is key to ensuring a sustainable and cleaner future for all.",0,0,1,0,0,0,"245 It is in this context , that the Government and the people of the Kingdom of Tonga urge world leaders to revise their development strategies by taking up the challenge of adopting and reverting to more sustainable means for develop ment, which is key to ensuring a sustainable and cleaner future for all.
", 0 , 0 , 0 , 0 , 0 , 0,1
245,"It is in this context , that the Government and the people of the Kingdom of Tonga urge world leaders to revise their development strategies by taking up the challenge of adopting and reverting to more sustainable means for develop ment, which is key to ensuring a sustainable and cleaner future for all.",0,0,1,0,0,0,"245 It is in this context , that the Government and the people of the Kingdom of Tonga urge world leaders to revise their development strategies by taking up the challenge of adopting and reverting to more sustainable means for develop ment, which is key to ensuring a sustainable and cleaner future for all.
", 0 , 0 , 0 , 0 , 0 , 0,2
245,"It is in this context , that the Government and the people of the Kingdom of Tonga urge world leaders to revise their development strategies by taking up the challenge of adopting and reverting to more sustainable means for develop ment, which is key to ensuring a sustainable and cleaner future for all.",0,0,1,0,0,0,"245 It is in this context , that the Government and the people of the Kingdom of Tonga urge world leaders to revise their development strategies by taking up the challenge of adopting and reverting to more sustainable means for develop ment, which is key to ensuring a sustainable and cleaner future for all.
", 0 , 0 , 0 , 0 , 0 , 0,3
247,"Chair, al low me to call on world leaders to seek solutions that focus on  accelerating actions and increasing ambition and to also take concrete action  nationally and in doing so we may discontinue existing in this ‘Tragedy of t he  Commons’  16.",0,0,1,0,0,0,"247 Chair, al low me to call on world leaders to seek solutions that focus on  accelerating actions and increasing ambition and to also take concrete action  nationally and in doing so we may discontinue existing in this ‘Tragedy of t he  Commons’  16.
", 0 , 0 , 0 , 0 , 0 , 0,1
247,"Chair, al low me to call on world leaders to seek solutions that focus on  accelerating actions and increasing ambition and to also take concrete action  nationally and in doing so we may discontinue existing in this ‘Tragedy of t he  Commons’  16.",0,0,1,0,0,0,"247 Chair, al low me to call on world leaders to seek solutions that focus on  accelerating actions and increasing ambition and to also take concrete action  nationally and in doing so we may discontinue existing in this ‘Tragedy of t he  Commons’  16.
", 0 , 0 , 0 , 0 , 0 , 0,2
247,"Chair, al low me to call on world leaders to seek solutions that focus on  accelerating actions and increasing ambition and to also take concrete action  nationally and in doing so we may discontinue existing in this ‘Tragedy of t he  Commons’  16.",0,0,1,0,0,0,"247 Chair, al low me to call on world leaders to seek solutions that focus on  accelerating actions and increasing ambition and to also take concrete action  nationally and in doing so we may discontinue existing in this ‘Tragedy of t he  Commons’  16.
", 0 , 0 , 0 , 0 , 0 , 0,3
260,"We must all work collectively, with a sense of urgency and purpose, to address these challenges a nd to support all island countries to become more resilient.",0,0,0,1,0,0,"260 We must all work collectively, with a sense of urgency and purpose, to address these challenges a nd to support all island countries to become more resilient.
", 0 , 0 , 0 , 0 , 0 , 0,1
