unique_id,text,PRINCIPLE_x,TOPIC_x,UNIT_x,SHAPE_x,llm_query,PRINCIPLE_y,TOPIC_y,UNIT_y,SHAPE_y,iteration
524,"We must reaffirm the provisions and principles of the Convention , in particular , equity and common but differentiated responsibilities and respective capabilities as reflected in the Paris Agreement .",egalitarian,UNFCCC agreements and principles,responsibility,equity,"524 We must reaffirm the provisions and principles of the Convention , in particular , equity and common but differentiated responsibilities and respective capabilities as reflected in the Paris Agreement .
",egalitarian,UNFCCC agreements and principles,responsibility,equity,1
526,"Third , capacity -building support for climate action is critical for developing countries and should be based on and responsive to national needs, foster countr y ownership, participatory, and cross -cutting.",egalitarian,new UNFCCC policy,support,equity,"526 Third , capacity -building support for climate action is critical for developing countries and should be based on and responsive to national needs, foster countr y ownership, participatory, and cross -cutting.
",sufficientarian,adaptation,support,needs based,1
527,"Fourth , developing countries require additional, adequate, predictable and sustainable climate financing to transform our economies to climate resilience and low greenhouse gas emissions.",prioritarian,new UNFCCC policy,financial resources,priority to worst off,"527 Fourth , developing countries require additional, adequate, predictable and sustainable climate financing to transform our economies to climate resilience and low greenhouse gas emissions.
",sufficientarian,financial mechanisms,financial resources,needs based,1
529,"  We reiterate our call for developed country Parties to enhance ambition on the provisi on and mobilization of support , and to achieve a balance between adaptation and mitigation finance , including by setting a target to quadruple resources allocated to adaptation from public and grant -based sources by 2020 .",prioritarian,adaptation and mitigation,financial resources,proportional to commitment,"529   We reiterate our call for developed country Parties to enhance ambition on the provisi on and mobilization of support , and to achieve a balance between adaptation and mitigation finance , including by setting a target to quadruple resources allocated to adaptation from public and grant -based sources by 2020 .
",egalitarian,financial mechanisms,financial resources,proportional to commitment,1
531,"Technology m echanism needs to be enhanced to support the rapid transfer of technologies from developed countries to de veloping countries, helping them to innovate and develop their own technologies.",prioritarian,new UNFCCC policy,technological resources,priority to worst off,"531 Technology m echanism needs to be enhanced to support the rapid transfer of technologies from developed countries to de veloping countries, helping them to innovate and develop their own technologies.
",sufficientarian,technological resources,technological resources,needs based,1
533,"Direct access of all developing country parties of the convention and Paris Agreement to means of implementation including finance, technology trans fer and capacity building provided by multilateral supporting mechanism should be simplified and granted.",egalitarian,UNFCCC agreements and principles,support,equality,"533 Direct access of all developing country parties of the convention and Paris Agreement to means of implementation including finance, technology trans fer and capacity building provided by multilateral supporting mechanism should be simplified and granted.
",egalitarian,financial mechanisms,financial and technological resources,equality,1
536,"In or der to increase adaptive capacity and resilience, we require the implementation of guarantees of the Paris Agreement in terms of the means of impl ementation.",general normative statement,UNFCCC agreements and principles,not indicated,proportional to commitment,"536 In or der to increase adaptive capacity and resilience, we require the implementation of guarantees of the Paris Agreement in terms of the means of impl ementation.
",sufficientarian,adaptation,financial and technological resources,proportional to commitment,1
542," Mr President,  We are in very important phase of operationalization of the Paris Agreement in the sense that we need to establish rules and processes necessary to provide operational guidance as well as promote a message of unity amongst Parties, trust and confidence in the process as a key moment .",egalitarian,UNFCCC agreements and principles,not indicated,not indicated,"542  Mr President,  We are in very important phase of operationalization of the Paris Agreement in the sense that we need to establish rules and processes necessary to provide operational guidance as well as promote a message of unity amongst Parties, trust and confidence in the process as a key moment .
",general normative statement,UNFCCC agreements and principles,not indicated,not indicated,1
545, We must never out of sight the importance of the cooperation between countries and further work on the inclusion of al l countries in the world in the climate and environmental protection .,egalitarian,cooperation,not indicated,not indicated,"545  We must never out of sight the importance of the cooperation between countries and further work on the inclusion of al l countries in the world in the climate and environmental protection .
",egalitarian,cooperation,not indicated,equality,1
546,"We must activate all our efforts to preserve the environment for future generations, and related to it I would like to thank to all those who, despite the many obstacles and difficulties , continue in these efforts.",utilitarian,urgency,responsibility,not indicated,"546 We must activate all our efforts to preserve the environment for future generations, and related to it I would like to thank to all those who, despite the many obstacles and difficulties , continue in these efforts.
",utilitarian,urgency,not indicated,not indicated,1
556," If we want to stand a chance to meet these objective s, we will all have to step up our efforts significantly.",egalitarian,other,not indicated,equality,"556  If we want to stand a chance to meet these objective s, we will all have to step up our efforts significantly.
",utilitarian,urgency,responsibility,not indicated,1
570,"We should make the most of these opportunities by developing and implementing innovative solutions, enabling our businesses to contribute to, and benefit from, the global transition towards a carbon -neutral economy .",libertarian,other,not indicated,not indicated,"570 We should make the most of these opportunities by developing and implementing innovative solutions, enabling our businesses to contribute to, and benefit from, the global transition towards a carbon -neutral economy .
",utilitarian,mitigation,not indicated,not indicated,1
582,The consequences of global warming has a direct healtheffect and the health of this and our future generations depends onthe actions we take now!,utilitarian,urgency,not indicated,not indicated,"582 The consequences of global warming has a direct healtheffect and the health of this and our future generations depends onthe actions we take now!
",utilitarian,urgency,not indicated,not indicated,1
593,It is of great importance for the benefit of all mankind to secure thesustainability of our forests and its rich biodiversity.,utilitarian,other,not indicated,not indicated,"593 It is of great importance for the benefit of all mankind to secure thesustainability of our forests and its rich biodiversity.
",utilitarian,other,not indicated,not indicated,1
594,"In this regard, itis our firm opinion that the international community has a moralobligation towards Suriname for its contribution to the mitigation ofclimate change.",general normative statement,other,financial and technological resources,proportional to contribution,"594 In this regard, itis our firm opinion that the international community has a moralobligation towards Suriname for its contribution to the mitigation ofclimate change.
",prioritarian,mitigation,responsibility,proportional to contribution,1
610,"This is anenormous task, but we need to see more ambition on climate action across theworld.",general normative statement,urgency,responsibility,not indicated,"610 This is anenormous task, but we need to see more ambition on climate action across theworld.
",utilitarian,urgency,not indicated,not indicated,1
613,"Mr President, We urge all Parties to work in the Talanoa spirit of solidarity andcooperation moving forward.",egalitarian,cooperation,not indicated,not indicated,"613 Mr President, We urge all Parties to work in the Talanoa spirit of solidarity andcooperation moving forward.
",egalitarian,cooperation,not indicated,equality,1
614,We believe that rapid implementation of the ParisAgreement is of existential importance.,utilitarian,urgency,not indicated,not indicated,"614 We believe that rapid implementation of the ParisAgreement is of existential importance.
",utilitarian,urgency,not indicated,not indicated,1
615,"The global response to climate changemust put fairness and equity at the heart of its work, and to keep the needs andaspirations of the world’s most vulnerable countries in its line of sight.",egalitarian,new UNFCCC policy,not indicated,not indicated,"615 The global response to climate changemust put fairness and equity at the heart of its work, and to keep the needs andaspirations of the world’s most vulnerable countries in its line of sight.
",prioritarian,other,not indicated,needs based,1
619,All nations must raise their ambition and implement significant sectorwideemission reductions as a matter of urgency.,egalitarian,mitigation,responsibility,equality,"619 All nations must raise their ambition and implement significant sectorwideemission reductions as a matter of urgency.
",utilitarian,urgency,responsibility,not indicated,1
621,"COP 23 must make an immediate and strong decision on theWarsaw International Mechanism (WIM) that raises the profile of loss anddamage within the convention, with new and additional finance to helpdeveloping nations cope with unavoidable economic and non-economic losses ofclimate change.",prioritarian,other,financial resources,priority to worst off,"621 COP 23 must make an immediate and strong decision on theWarsaw International Mechanism (WIM) that raises the profile of loss anddamage within the convention, with new and additional finance to helpdeveloping nations cope with unavoidable economic and non-economic losses ofclimate change.
",prioritarian,new UNFCCC policy,financial resources,priority to worst off,1
625,"We insist that climate action needs adequate, reliable, long-term finance support.",prioritarian,financial mechanisms,financial resources,priority to worst off,"625 We insist that climate action needs adequate, reliable, long-term finance support.
",sufficientarian,financial mechanisms,financial resources,needs based,1
627,"The targeted 100 billion USD per year ofpublic sector finance must urgently be mobilized for climate adaptation,mitigation and loss & damage actions, ensuring simplified access for developingcountry Parties.",prioritarian,financial mechanisms,financial resources,priority to worst off,"627 The targeted 100 billion USD per year ofpublic sector finance must urgently be mobilized for climate adaptation,mitigation and loss & damage actions, ensuring simplified access for developingcountry Parties.
",sufficientarian,financial mechanisms,financial resources,needs based,1
629,"Vanuatu embraces the vision of global climate action that actively promoteshuman rights, gender equality and sustainable development for all Parties.",egalitarian,new UNFCCC policy,not indicated,not indicated,"629 Vanuatu embraces the vision of global climate action that actively promoteshuman rights, gender equality and sustainable development for all Parties.
",egalitarian,other,not indicated,equality,1
630,"To borrow a phrase from the Peoples’ Climate March: to change everything, weneed everyone.",egalitarian,other,responsibility,not indicated,"630 To borrow a phrase from the Peoples’ Climate March: to change everything, weneed everyone.
",egalitarian,cooperation,not indicated,equality,1
632,"Your Excellency, COP President, thisis a great opportunity for the Pacific, we, the small island developing states needunited leadership now for an ambitious outcome of this Islands COP, we surviveor we sink together.",prioritarian,new UNFCCC policy,not indicated,not indicated,"632 Your Excellency, COP President, thisis a great opportunity for the Pacific, we, the small island developing states needunited leadership now for an ambitious outcome of this Islands COP, we surviveor we sink together.
",egalitarian,cooperation,not indicated,equality,1
647,"Therefore, Indonesia would like to urge our d eveloped country par tners , to meet their pre -2020 commitment , and to rapidly increase their ambition in meeting the objectives of the Paris Agreement , both in emission reduction and in providing means of implementation , to developing countries .",prioritarian,UNFCCC agreements and principles,responsibility,proportional to commitment,"647 Therefore, Indonesia would like to urge our d eveloped country par tners , to meet their pre -2020 commitment , and to rapidly increase their ambition in meeting the objectives of the Paris Agreement , both in emission reduction and in providing means of implementation , to developing countries .
",egalitarian,UNFCCC agreements and principles,responsibility,proportional to commitment,1
650,"Indonesia , would like to see fair and just international policies that are conducive for both international and national interests.",egalitarian,new UNFCCC policy,not indicated,not indicated,"650 Indonesia , would like to see fair and just international policies that are conducive for both international and national interests.
",egalitarian,new UNFCCC policy,not indicated,equity,1
651,We could not accept the use of environmental issues including climate to be a means of disguise trade dis crimination against developing countries.,egalitarian,other,not indicated,not indicated,"651 We could not accept the use of environmental issues including climate to be a means of disguise trade dis crimination against developing countries.
",libertarian,other,not indicated,not indicated,1
659,We therefore urge Anne x I Parties to demonstrate leadership a nd raise their level of ambition to the scale req uired by science and equity.,egalitarian,urgency,responsibility,equity,"659 We therefore urge Anne x I Parties to demonstrate leadership a nd raise their level of ambition to the scale req uired by science and equity.
",egalitarian,UNFCCC agreements and principles,responsibility,equity,1
660,"It is alarming to note that, as we become more aware of the intrinsic need to combat climate change, our actions are not commensurate with the essential level of commitment to th e objectives agreed under the Convention and the Paris Agreement.",general normative statement,UNFCCC agreements and principles,responsibility,proportional to commitment,"660 It is alarming to note that, as we become more aware of the intrinsic need to combat climate change, our actions are not commensurate with the essential level of commitment to th e objectives agreed under the Convention and the Paris Agreement.
",utilitarian,urgency,responsibility,proportional to commitment,1
669,"Here in Katowice , we must finalise the structure that will bring the spirit and vision of the Paris Agreement to li fe - achieving the 1.5°C temp erature goal and protecting communities across the world from the devastating impacts of clima te change.",prioritarian,new UNFCCC policy,not indicated,not indicated,"669 Here in Katowice , we must finalise the structure that will bring the spirit and vision of the Paris Agreement to li fe - achieving the 1.5°C temp erature goal and protecting communities across the world from the devastating impacts of clima te change.
",utilitarian,new UNFCCC policy,not indicated,not indicated,1
671,"Mr. President,  In conclusion, we need commitments and united efforts on the on-going means of implementation in the form of financial resources, technology transfer and capacity building , for the period bey ond 2020 , to enable developing countries to implement their contributions.",prioritarian,new UNFCCC policy,financial and technological resources,proportional to commitment,"671 Mr. President,  In conclusion, we need commitments and united efforts on the on-going means of implementation in the form of financial resources, technology transfer and capacity building , for the period bey ond 2020 , to enable developing countries to implement their contributions.
",sufficientarian,financial and technological resources,financial and technological resources,needs based,1
680,We need to replace selfish consumerism with a sharing philosophy.,egalitarian,other,not indicated,not indicated,"680 We need to replace selfish consumerism with a sharing philosophy.
",general normative statement,other,not indicated,not indicated,1
682,Only by changing the habits of our hearts will we start changing the heart of the unsustainable global energy system.,general normative statement,other,not indicated,not indicated,"682 Only by changing the habits of our hearts will we start changing the heart of the unsustainable global energy system.
",general normative statement,other,not indicated,not indicated,1
690,"It is necessary for the health of the people, especially the most vulnerable categories.",prioritarian,other,not indicated,not indicated,"690 It is necessary for the health of the people, especially the most vulnerable categories.
",prioritarian,other,not indicated,priority to worst off,1
691,"So, our permanent commitment must be green growth and development and lower carbon emissions.",prioritarian,other,not indicated,not indicated,"691 So, our permanent commitment must be green growth and development and lower carbon emissions.
",utilitarian,mitigation,not indicated,not indicated,1
697,"Therefore, along the climate change mitigation rules, the decisions should include climate change adaptation of the most affected sectors.",prioritarian,adaptation and mitigation,not indicated,not indicated,"697 Therefore, along the climate change mitigation rules, the decisions should include climate change adaptation of the most affected sectors.
",prioritarian,adaptation and mitigation,not indicated,needs based,1
701,"We need to run this race not to win, but to survive, not for ourselves, but for future generations.",utilitarian,urgency,not indicated,not indicated,"701 We need to run this race not to win, but to survive, not for ourselves, but for future generations.
",utilitarian,urgency,not indicated,not indicated,1
707,This is climate injustice against humanity.,utilitarian,other,not indicated,not indicated,"707 This is climate injustice against humanity.
",general normative statement,other,not indicated,not indicated,1
728,"All forms of finance – public and private, domestic and international – are essential and they should be seen as complementary and mutually reinforcing Finance must be coupled wi th relevant technology tran sfer and capacity building for implementation of ambitious emission reduction targets.",general normative statement,financial mechanisms,financial and technological resources,not indicated,"728 All forms of finance – public and private, domestic and international – are essential and they should be seen as complementary and mutually reinforcing Finance must be coupled wi th relevant technology tran sfer and capacity building for implementation of ambitious emission reduction targets.
",utilitarian,financial mechanisms,financial and technological resources,not indicated,1
730,"However, we also require political will and commitment by the international comm unity to achieve the objectives and targets we have all set and agreed in the various Climate Change Treaties.",general normative statement,UNFCCC agreements and principles,responsibility,proportional to commitment,"730 However, we also require political will and commitment by the international comm unity to achieve the objectives and targets we have all set and agreed in the various Climate Change Treaties.
",egalitarian,cooperation,not indicated,equality,1
752,"Despite these positive developments on our part, international climate finance is not yet at the required scale, particularly for adaptation, and remains difficult to access for the most climate vulnerable countries.",prioritarian,financial mechanisms,financial resources,priority to worst off,"752 Despite these positive developments on our part, international climate finance is not yet at the required scale, particularly for adaptation, and remains difficult to access for the most climate vulnerable countries.
",prioritarian,financial mechanisms,financial resources,priority to worst off,1
753,"We call on develop ed countries to increase their contributions to financial mechanisms under the Convention, including GCF, LDCF and the Adaptation Fund.",prioritarian,financial mechanisms,financial resources,priority to worst off,"753 We call on develop ed countries to increase their contributions to financial mechanisms under the Convention, including GCF, LDCF and the Adaptation Fund.
",egalitarian,financial mechanisms,financial resources,proportional to commitment,1
754,"We also call on the GCF board and secretariat to maintain their efforts to fast -track and simplify access to both readin ess and implementation finance for LDCs, particularly for adaptation.",prioritarian,financial mechanisms,financial resources,priority to worst off,"754 We also call on the GCF board and secretariat to maintain their efforts to fast -track and simplify access to both readin ess and implementation finance for LDCs, particularly for adaptation.
",prioritarian,financial mechanisms,financial resources,priority to worst off,1
771,We would like to recall that the Convention obliges developed country Parties to lead mitigation actions .,egalitarian,UNFCCC agreements and principles,responsibility,not indicated,"771 We would like to recall that the Convention obliges developed country Parties to lead mitigation actions .
",egalitarian,mitigation,responsibility,proportional to contribution,1
772,"Hence, we urge developed countries to fulfil their reporting obligations and enhance action s to fill emissions reduction and means of implementation gaps in the pre -2020 period.",egalitarian,UNFCCC agreements and principles,responsibility,not indicated,"772 Hence, we urge developed countries to fulfil their reporting obligations and enhance action s to fill emissions reduction and means of implementation gaps in the pre -2020 period.
",egalitarian,mitigation,responsibility,proportional to commitment,1
773,"Additionally, the replenishment of the Green Climate Fund is of paramount importance .",prioritarian,financial mechanisms,financial resources,not indicated,"773 Additionally, the replenishment of the Green Climate Fund is of paramount importance .
",utilitarian,financial mechanisms,financial resources,not indicated,1
791,"We might be on the verge of failing to meet the promises of theParis Agreement and lose the trust of our people, if we do not act quicklyand effectively.",general normative statement,urgency,not indicated,not indicated,"791 We might be on the verge of failing to meet the promises of theParis Agreement and lose the trust of our people, if we do not act quicklyand effectively.
",utilitarian,urgency,not indicated,not indicated,1
810,"Madam President, there is an urgent need for the International communityto step up efforts in terms of climate finance, technology transfer andcapacity of SIDS and mainland Africa.",prioritarian,urgency,financial and technological resources,priority to worst off,"810 Madam President, there is an urgent need for the International communityto step up efforts in terms of climate finance, technology transfer andcapacity of SIDS and mainland Africa.
",utilitarian,financial mechanisms,financial and technological resources,not indicated,1
813,We need touphold the scaling up of actions to achieve net zero emissions by 2050.,utilitarian,urgency,not indicated,not indicated,"813 We need touphold the scaling up of actions to achieve net zero emissions by 2050.
",utilitarian,mitigation,not indicated,not indicated,1
825,"Madam President,In conclusion, we need to act promptly and effectively, and put ourdifferences aside for the common good at national and international level.",utilitarian,urgency,not indicated,not indicated,"825 Madam President,In conclusion, we need to act promptly and effectively, and put ourdifferences aside for the common good at national and international level.
",utilitarian,urgency,not indicated,not indicated,1
826,"We need to stay united and in solidarity with the weakest ones, that is, themost vulnerable countries.",prioritarian,new UNFCCC policy,not indicated,not indicated,"826 We need to stay united and in solidarity with the weakest ones, that is, themost vulnerable countries.
",prioritarian,cooperation,not indicated,priority to worst off,1
828,"However, the support of the International Community is of criticalimportance to the sustainability of our planet and the survival of the humanrace.",utilitarian,other,support,not indicated,"828 However, the support of the International Community is of criticalimportance to the sustainability of our planet and the survival of the humanrace.
",utilitarian,cooperation,support,not indicated,1
843,In this regard the following decisions are critical to us: Raising Ambition:Raising ambition is critical and I applaud you madam President for all the effort that we limit temperature raise to well below 2°C.,utilitarian,urgency,not indicated,not indicated,"843 In this regard the following decisions are critical to us: Raising Ambition:Raising ambition is critical and I applaud you madam President for all the effort that we limit temperature raise to well below 2°C.
",utilitarian,new UNFCCC policy,not indicated,not indicated,1
846,Finance: It is critical that climate finance remains high on the agenda in this COP.,general normative statement,financial mechanisms,not indicated,not indicated,"846 Finance: It is critical that climate finance remains high on the agenda in this COP.
",utilitarian,financial mechanisms,financial resources,not indicated,1
853,"To this end, consideration of the Loss and Damage is critical and therefore the need to finalise the WIM On Markets: We welcome the significant progress made over the years, on all major issues related to Article 6.",prioritarian,other,not indicated,not indicated,"853 To this end, consideration of the Loss and Damage is critical and therefore the need to finalise the WIM On Markets: We welcome the significant progress made over the years, on all major issues related to Article 6.
",general normative statement,UNFCCC agreements and principles,not indicated,not indicated,1
854,"However as we finalise the rules for markets and non market mechanisms, we call the need to maintain environmental integrity, ensure adaptation mechanisms are an intergral part of article 6 and move beyond pure offsetting of emissions and deliver overall mitigation in global emissions, avoid double counting, not allow the carryover of pre-2020 Kyoto units to the Paris Agreement or other accounting loopholes, and deliver a share of proceeds from the market mechanisms for the Adaptation Fund",egalitarian,mitigation,other,not indicated,"854 However as we finalise the rules for markets and non market mechanisms, we call the need to maintain environmental integrity, ensure adaptation mechanisms are an intergral part of article 6 and move beyond pure offsetting of emissions and deliver overall mitigation in global emissions, avoid double counting, not allow the carryover of pre-2020 Kyoto units to the Paris Agreement or other accounting loopholes, and deliver a share of proceeds from the market mechanisms for the Adaptation Fund
",general normative statement,adaptation and mitigation,not indicated,not indicated,1
868,We need to mobilize and deploy the promised $100bn and the trillions needed to support developing co untries.,prioritarian,financial mechanisms,financial resources,priority to worst off,"868 We need to mobilize and deploy the promised $100bn and the trillions needed to support developing co untries.
",utilitarian,financial mechanisms,financial resources,not indicated,1
869,"Glasgow is an opportunity for our global community to respond with unity and solidarity, and we call on all parties to step up to the plate.",egalitarian,urgency,not indicated,not indicated,"869 Glasgow is an opportunity for our global community to respond with unity and solidarity, and we call on all parties to step up to the plate.
",egalitarian,cooperation,not indicated,equality,1
870,We acknowledge that the transformation that is required will have its challenges and call for a just transition that leaves no one behind.,sufficientarian,other,not indicated,not indicated,"870 We acknowledge that the transformation that is required will have its challenges and call for a just transition that leaves no one behind.
",sufficientarian,other,support,needs based,1
872,"But let’s be absolutely clear - we cannot leave Glasgow without having done enough to keep the 1.5 goal within reach, and satisfactory outcomes on adaption and finance.",utilitarian,new UNFCCC policy,not indicated,not indicated,"872 But let’s be absolutely clear - we cannot leave Glasgow without having done enough to keep the 1.5 goal within reach, and satisfactory outcomes on adaption and finance.
",utilitarian,urgency,not indicated,not indicated,1
875,"  We must seize this opportunity to show that we have the courage to take the decisive, ambitious and urgent actions that we all know are so desperately needed……...I thank you.",utilitarian,urgency,not indicated,not indicated,"875   We must seize this opportunity to show that we have the courage to take the decisive, ambitious and urgent actions that we all know are so desperately needed……...I thank you.
",utilitarian,urgency,not indicated,not indicated,1
895, It’s time that we do some actual work on the ground and build a framework for climate justice.,egalitarian,new UNFCCC policy,not indicated,not indicated,"895  It’s time that we do some actual work on the ground and build a framework for climate justice.
",general normative statement,new UNFCCC policy,not indicated,not indicated,1
896,"Those who have polluted and continue to pollute the Earth's environment through unthinking industrialization starting 200 years ago must pay for the grants, investments, and subsidies needed for the most vulnerable countries to adapt to climate change.",prioritarian,other,financial resources,proportional to contribution,"896 Those who have polluted and continue to pollute the Earth's environment through unthinking industrialization starting 200 years ago must pay for the grants, investments, and subsidies needed for the most vulnerable countries to adapt to climate change.
",prioritarian,financial mechanisms,financial resources,proportional to contribution,1
898,This is the time to finally begin acting on the fulfillment of our commitments and obligat ions to humanity.,utilitarian,other,not indicated,not indicated,"898 This is the time to finally begin acting on the fulfillment of our commitments and obligat ions to humanity.
",sufficientarian,UNFCCC agreements and principles,responsibility,proportional to commitment,1
899,"Your Excellences, Ladies and Gentlemen,Addressing global warming and prevention of climate change depends on the ability of all nations to set aside differences and join together in resolving these challenges.",egalitarian,cooperation,not indicated,not indicated,"899 Your Excellences, Ladies and Gentlemen,Addressing global warming and prevention of climate change depends on the ability of all nations to set aside differences and join together in resolving these challenges.
",egalitarian,cooperation,not indicated,equality,1
909,Climate change requires all countries to work together and share knowledge and tools.,egalitarian,cooperation,not indicated,not indicated,"909 Climate change requires all countries to work together and share knowledge and tools.
",egalitarian,cooperation,technological resources,equality,1
910,"Therefore, there should be no discrimination or restrictions preventing countries from accessing and using technologies and financing tools that will facilitate development of new sustainable infrastructure, capture and storage, decarbonization, improvement of energy efficiency, and support transition to clean energy.",egalitarian,other,support,not indicated,"910 Therefore, there should be no discrimination or restrictions preventing countries from accessing and using technologies and financing tools that will facilitate development of new sustainable infrastructure, capture and storage, decarbonization, improvement of energy efficiency, and support transition to clean energy.
",egalitarian,cooperation,financial and technological resources,equality,1
913,It iscritical to develop common fair and transparent rules for carbon pricing measurement and ensure their multilateral recognition and comparability between countries.,egalitarian,new UNFCCC policy,not indicated,not indicated,"913 It iscritical to develop common fair and transparent rules for carbon pricing measurement and ensure their multilateral recognition and comparability between countries.
",egalitarian,new UNFCCC policy,not indicated,equity,1
926,It is our deep belief that addressing global warming andclimate change should not lead to further increase of poverty.,egalitarian,new UNFCCC policy,not indicated,not indicated,"926 It is our deep belief that addressing global warming andclimate change should not lead to further increase of poverty.
",sufficientarian,other,not indicated,needs based,1
929,The solution of this equilibrium will determine the living standard of our descendants.,utilitarian,other,not indicated,not indicated,"929 The solution of this equilibrium will determine the living standard of our descendants.
",utilitarian,other,not indicated,not indicated,1
937,We must double down on our efforts to cut emissions and mitigate the impact of the climate crisis.,general normative statement,urgency,not indicated,not indicated,"937 We must double down on our efforts to cut emissions and mitigate the impact of the climate crisis.
",utilitarian,mitigation,not indicated,not indicated,1
952,"It takes truly global action: not just by the EU and the rest of the developed world, although we do shoulder a special responsibility.",egalitarian,other,responsibility,equity,"952 It takes truly global action: not just by the EU and the rest of the developed world, although we do shoulder a special responsibility.
",egalitarian,cooperation,responsibility,proportional to contribution,1
953,We must all do our fair share – including those states whose toprepresentatives are not in Glasgow.,egalitarian,other,responsibility,not indicated,"953 We must all do our fair share – including those states whose toprepresentatives are not in Glasgow.
",egalitarian,cooperation,responsibility,equality,1
958,We have different starting points and paths for development – but we do have one shared goal: preserving our planet.,utilitarian,other,not indicated,equity,"958 We have different starting points and paths for development – but we do have one shared goal: preserving our planet.
",egalitarian,cooperation,not indicated,equality,1
965,"And for them, the world must act.",prioritarian,other,not indicated,not indicated,"965 And for them, the world must act.
",utilitarian,urgency,responsibility,not indicated,1
971," Such a transformation is both a challenge and an oppo rtunity, but mostly, it’s fundamentally necessary if we hope to have any success in mitigating climate change .",utilitarian,other,not indicated,not indicated,"971  Such a transformation is both a challenge and an oppo rtunity, but mostly, it’s fundamentally necessary if we hope to have any success in mitigating climate change .
",utilitarian,mitigation,not indicated,not indicated,1
994,"  Just as we commit to this agenda as individual nations, our multilateral development banks – including the World Bank – must be wholeheartedly committed to this, from their purpose to their actions.",general normative statement,other,not indicated,not indicated,"994   Just as we commit to this agenda as individual nations, our multilateral development banks – including the World Bank – must be wholeheartedly committed to this, from their purpose to their actions.
",general normative statement,cooperation,responsibility,not indicated,1
995, We have a moral imperative and driving need for our institutions to work with countries across the developed and developing world .,egalitarian,other,not indicated,not indicated,"995  We have a moral imperative and driving need for our institutions to work with countries across the developed and developing world .
",utilitarian,cooperation,support,not indicated,1
997,"This will mean increasing the proportion of funding spent on climate, but also ensuring that such funding doesn’t saddle developing countries with unsustai nable debt.",egalitarian,financial mechanisms,financial resources,not indicated,"997 This will mean increasing the proportion of funding spent on climate, but also ensuring that such funding doesn’t saddle developing countries with unsustai nable debt.
",prioritarian,financial mechanisms,financial resources,priority to worst off,1
998," This fight cannot be done by one nation – all emitters past, present and future have a responsibility to act.",egalitarian,other,responsibility,equality,"998  This fight cannot be done by one nation – all emitters past, present and future have a responsibility to act.
",egalitarian,cooperation,responsibility,equality,1
1027,I see no tension between safeguarding the present and investing in the future.,utilitarian,other,not indicated,not indicated,"1027 I see no tension between safeguarding the present and investing in the future.
",general normative statement,other,not indicated,not indicated,1
1046,"• We must not forget that transition to a low -carbon society must be just and fair, leaving no one behind.",sufficientarian,other,not indicated,not indicated,"1046 • We must not forget that transition to a low -carbon society must be just and fair, leaving no one behind.
",sufficientarian,adaptation and mitigation,not indicated,needs based,1
1048,"• Dear ministers, respected delegates, I invite you to work jointly for the well -being of current and future generations. ",utilitarian,cooperation,responsibility,not indicated,"1048 • Dear ministers, respected delegates, I invite you to work jointly for the well -being of current and future generations. 
",utilitarian,cooperation,not indicated,not indicated,1
1050,• The Sharm el Sheikh conference represents a key chance to adopt the decisions that w ill much influence the framework of action as regards the most important aspect of our li fe - the preservation of our common home - the planet .,utilitarian,new UNFCCC policy,not indicated,not indicated,"1050 • The Sharm el Sheikh conference represents a key chance to adopt the decisions that w ill much influence the framework of action as regards the most important aspect of our li fe - the preservation of our common home - the planet .
",utilitarian,new UNFCCC policy,not indicated,not indicated,1
1061,A balancebetween mitigation and adaptation has to be adopted.,general normative statement,adaptation and mitigation,not indicated,not indicated,"1061 A balancebetween mitigation and adaptation has to be adopted.
",egalitarian,adaptation and mitigation,not indicated,equality,1
1065,We therefore appeal to the developed countries to fulfil their pledges and to avail the necessary funds for Adaptation projects.,prioritarian,financial mechanisms,financial resources,proportional to commitment,"1065 We therefore appeal to the developed countries to fulfil their pledges and to avail the necessary funds for Adaptation projects.
",sufficientarian,financial mechanisms,financial resources,proportional to commitment,1
1067,We therefore appeal to all parties that have not submitted their NDCs to do so urgently and for the developed countries parties to drastically cut their emissions such that we keep the 1.5 degrees goal alive.,egalitarian,UNFCCC agreements and principles,other,proportional to commitment,"1067 We therefore appeal to all parties that have not submitted their NDCs to do so urgently and for the developed countries parties to drastically cut their emissions such that we keep the 1.5 degrees goal alive.
",utilitarian,urgency,responsibility,not indicated,1
1087,"Being one of the c ountries most affected by climate change, our shared goal must be to bridge the gap between aspiration and action , through strong g lobal cooperation.",prioritarian,cooperation,not indicated,not indicated,"1087 Being one of the c ountries most affected by climate change, our shared goal must be to bridge the gap between aspiration and action , through strong g lobal cooperation.
",utilitarian,cooperation,not indicated,not indicated,1
1088,"We encourage the international community to honour their commitments to international agreements, particularly the Paris Agreement.",egalitarian,UNFCCC agreements and principles,not indicated,proportional to commitment,"1088 We encourage the international community to honour their commitments to international agreements, particularly the Paris Agreement.
",libertarian,UNFCCC agreements and principles,responsibility,proportional to commitment,1
1089,"Adequate and predictable funding, structured for quick disbursement and not tied up in complex red -tape, is essential to support countries like ours, as we embark on this transformative journey.",prioritarian,financial mechanisms,financial resources,not indicated,"1089 Adequate and predictable funding, structured for quick disbursement and not tied up in complex red -tape, is essential to support countries like ours, as we embark on this transformative journey.
",sufficientarian,financial mechanisms,financial resources,needs based,1
