unique_id,text,PRINCIPLE_x,TOPIC_x,UNIT_x,SHAPE_x,llm_query,PRINCIPLE_y,TOPIC_y,UNIT_y,SHAPE_y,iteration
91,"The GSDS aims to achieve sustainable development through poverty eradication , better stewardship of our natural resources, and improved resilience in the face of a volatile global economy and a changing global climate.",not evaluated,not evaluated,not evaluated,not evaluated,"91 The GSDS aims to achieve sustainable development through poverty eradication , better stewardship of our natural resources, and improved resilience in the face of a volatile global economy and a changing global climate.
",sufficientarian,other,not indicated,needs based,1
92,"In 2015, Belize adopted its first comprehensive National Climate Change Policy, Strategy and Action Plan that identifies priority actions for each economic sector .",not evaluated,not evaluated,not evaluated,not evaluated,"92 In 2015, Belize adopted its first comprehensive National Climate Change Policy, Strategy and Action Plan that identifies priority actions for each economic sector .
",not evaluated,adaptation,not indicated,not indicated,1
93,"It seeks to build governance capacity , improve resilience, and enhance adaptation capabilities to cope with climate change impacts .",not evaluated,not evaluated,not evaluated,not evaluated,"93 It seeks to build governance capacity , improve resilience, and enhance adaptation capabilities to cope with climate change impacts .
",not evaluated,adaptation,not indicated,not indicated,1
94," Mr. President Belize , notwithstanding our negligible emissions factor , is committed to the more ambitious target under the Paris Agreement to limit the increase in global temperature to 1.5 degrees Celsius above pre-industrial levels.",not evaluated,not evaluated,not evaluated,not evaluated,"94  Mr. President Belize , notwithstanding our negligible emissions factor , is committed to the more ambitious target under the Paris Agreement to limit the increase in global temperature to 1.5 degrees Celsius above pre-industrial levels.
",egalitarian,UNFCCC agreements and principles,responsibility,equality,1
95,This requires global commitment and action.,egalitarian,new UNFCCC policy,responsibility,equality,"95 This requires global commitment and action.
",general normative statement,cooperation,responsibility,not indicated,1
96,"All countries, including the Republic of China on Taiwan, must be allowed to contribute their experience and technologies to meet this ambition.",egalitarian,other,other,equality,"96 All countries, including the Republic of China on Taiwan, must be allowed to contribute their experience and technologies to meet this ambition.
",egalitarian,cooperation,technological resources,equality,1
97,"Consequently , Belize has set bold, national targets through its National ly Determined Contributions that will allow us to transition strategically to a low carbon development pathway, while strengthening our resilience.",not evaluated,not evaluated,not evaluated,not evaluated,"97 Consequently , Belize has set bold, national targets through its National ly Determined Contributions that will allow us to transition strategically to a low carbon development pathway, while strengthening our resilience.
",utilitarian,mitigation,not indicated,not indicated,1
98," By 2033, for example, Belize is committed to expand its share of renewable energy in the electricity sector from 60% to 89%.",not evaluated,not evaluated,not evaluated,not evaluated,"98  By 2033, for example, Belize is committed to expand its share of renewable energy in the electricity sector from 60% to 89%.
",general normative statement,mitigation,not indicated,not indicated,1
99,We are also committed to reducing conventional transportation fuel by at least 20% through appropriate policies and investments .,not evaluated,not evaluated,not evaluated,not evaluated,"99 We are also committed to reducing conventional transportation fuel by at least 20% through appropriate policies and investments .
",general normative statement,mitigation,not indicated,not indicated,1
100,"Belize also aims to achieve significant emission reductions through sustainable forest management , which will reduce deforestation and land degradation , protect watersheds and increase the resilience of forest communities to climate change.",not evaluated,not evaluated,not evaluated,not evaluated,"100 Belize also aims to achieve significant emission reductions through sustainable forest management , which will reduce deforestation and land degradation , protect watersheds and increase the resilience of forest communities to climate change.
",not evaluated,adaptation and mitigation,not indicated,not indicated,1
101,We will soon approach the Green Climate Fund for funding to conduct our National Adaptation Planning (NAP) process.,not evaluated,not evaluated,not evaluated,not evaluated,"101 We will soon approach the Green Climate Fund for funding to conduct our National Adaptation Planning (NAP) process.
",not evaluated,financial mechanisms,financial resources,not indicated,1
102,Our National Communication Strategy for Climate Change will foster greater public awareness and the engagement of all stakeholders .,not evaluated,not evaluated,not evaluated,not evaluated,"102 Our National Communication Strategy for Climate Change will foster greater public awareness and the engagement of all stakeholders .
",egalitarian,cooperation,support,equality,1
103,"Mr. President, Predictable finance, balanced between mitigation and adaptation, capacity building and transfer of technology are crucial for the full and effective implementation of the Paris Agreement.",general normative statement,new UNFCCC policy,financial and technological resources,not indicated,"103 Mr. President, Predictable finance, balanced between mitigation and adaptation, capacity building and transfer of technology are crucial for the full and effective implementation of the Paris Agreement.
",sufficientarian,financial mechanisms,financial and technological resources,needs based,1
104,We thank the developed countries for the early release of the road map to achieve USD 100 billion per annum by 2020 .,not evaluated,not evaluated,not evaluated,not evaluated,"104 We thank the developed countries for the early release of the road map to achieve USD 100 billion per annum by 2020 .
",not evaluated,financial mechanisms,financial resources,not indicated,1
105,"Note, however, that this pledge is but a drop in the bucket of the estimated trillions needed to meet the 1.5 degree temperature goal .",not evaluated,not evaluated,not evaluated,not evaluated,"105 Note, however, that this pledge is but a drop in the bucket of the estimated trillions needed to meet the 1.5 degree temperature goal .
",not evaluated,urgency,financial resources,not indicated,1
106,"We seek your continued engagement to further enhance the roadmap and scale up of finances so as to increase predictability, foster confidence , and ensure that the adaptation needs of SIDs are adequately addressed. ",prioritarian,financial mechanisms,financial resources,needs based,"106 We seek your continued engagement to further enhance the roadmap and scale up of finances so as to increase predictability, foster confidence , and ensure that the adaptation needs of SIDs are adequately addressed. 
",sufficientarian,financial mechanisms,financial resources,needs based,1
107,"Furthermore, where adaptation is not an option, countries must have support for irreparable loss and damage .",prioritarian,other,support,priority to worst off,"107 Furthermore, where adaptation is not an option, countries must have support for irreparable loss and damage .
",prioritarian,support,support,priority to worst off,1
108,"Mr. President The Paris Agreement , and its entry into force , generates renewed trust and confidence in the multilateral negotiating process for addressing climate change.",not evaluated,not evaluated,not evaluated,not evaluated,"108 Mr. President The Paris Agreement , and its entry into force , generates renewed trust and confidence in the multilateral negotiating process for addressing climate change.
",not evaluated,UNFCCC agreements and principles,not indicated,not indicated,1
109,"There are three key actions that we can and must take in Marrakech: we must operat ionalize the Paris Committee on Capacity building;  we must operationalize the Capacity Building Initiative for Transparency; and we must provide guidance to the GCF to finalize the simplified approval procedures without delay so as to enhance access for th e most vulnerable with prioritization to public and grant based support, especially for adaptation.",prioritarian,financial mechanisms,financial resources,priority to worst off,"109 There are three key actions that we can and must take in Marrakech: we must operat ionalize the Paris Committee on Capacity building;  we must operationalize the Capacity Building Initiative for Transparency; and we must provide guidance to the GCF to finalize the simplified approval procedures without delay so as to enhance access for th e most vulnerable with prioritization to public and grant based support, especially for adaptation.
",prioritarian,financial mechanisms,financial resources,priority to worst off,1
110," These outcomes, if achieved, Mr. President, will make COP22 an Action COP.",not evaluated,not evaluated,not evaluated,not evaluated,"110  These outcomes, if achieved, Mr. President, will make COP22 an Action COP.
",not evaluated,urgency,not indicated,not indicated,1
111, COP 22 in Marrakech must deliver .,not evaluated,not evaluated,not evaluated,not evaluated,"111  COP 22 in Marrakech must deliver .
",not evaluated,urgency,not indicated,not indicated,1
112,We must set the pace for implementing the Paris Agreement.,not evaluated,not evaluated,not evaluated,not evaluated,"112 We must set the pace for implementing the Paris Agreement.
",not evaluated,urgency,not indicated,not indicated,1
113,"We must establish the accounting guidelines, develop a compliance mechanism, begin to build a robust transparency framework , and global stock -take process with a view to completing our work as early as 2017.",not evaluated,not evaluated,not evaluated,not evaluated,"113 We must establish the accounting guidelines, develop a compliance mechanism, begin to build a robust transparency framework , and global stock -take process with a view to completing our work as early as 2017.
",not evaluated,UNFCCC agreements and principles,not indicated,not indicated,1
114," Mr. President, to echo your ca ll for climate action, let us leave Marrakech with the confidence that we have shifted from 'promise and commitment to one of action and achievements .' I thank you, Mr. President.",not evaluated,not evaluated,not evaluated,not evaluated,"114  Mr. President, to echo your ca ll for climate action, let us leave Marrakech with the confidence that we have shifted from 'promise and commitment to one of action and achievements .' I thank you, Mr. President.
",not evaluated,urgency,not indicated,not indicated,1
115,"'The Paris Agreement is about action by all, the great and the small'  Thank you, Mr. President.",egalitarian,UNFCCC agreements and principles,responsibility,equality,"115 'The Paris Agreement is about action by all, the great and the small'  Thank you, Mr. President.
",egalitarian,UNFCCC agreements and principles,responsibility,equality,1
116, Ireland supports the statements made on behalf of the EU and its Member States.,not evaluated,not evaluated,not evaluated,not evaluated,"116  Ireland supports the statements made on behalf of the EU and its Member States.
",not evaluated,cooperation,not indicated,not indicated,1
117," I would firstly like to thank and congratulate our Fijian COP Presidenc y for their warm welcome and their excellent management of this COP, and for their preparations over the course of 2017.",not evaluated,not evaluated,not evaluated,not evaluated,"117  I would firstly like to thank and congratulate our Fijian COP Presidenc y for their warm welcome and their excellent management of this COP, and for their preparations over the course of 2017.
",not evaluated,not evaluated,not evaluated,not evaluated,1
118,  We arrived here with a challenging programme of work and I think we can be very proud of where we have taken it.,not evaluated,not evaluated,not evaluated,not evaluated,"118   We arrived here with a challenging programme of work and I think we can be very proud of where we have taken it.
",not evaluated,not evaluated,not evaluated,not evaluated,1
119,I would also like t o thank our German hosts of this COP.,not evaluated,not evaluated,not evaluated,not evaluated,"119 I would also like t o thank our German hosts of this COP.
",not evaluated,not evaluated,not evaluated,not evaluated,1
140,"  To tackle the challenge of transport in such a disperse country, we are working with the telecoms operators, so that by the end of 2018, one third of our population outside our cities will have fibre optic broadband outside their doors.",not evaluated,not evaluated,not evaluated,not evaluated,"140   To tackle the challenge of transport in such a disperse country, we are working with the telecoms operators, so that by the end of 2018, one third of our population outside our cities will have fibre optic broadband outside their doors.
",not evaluated,not evaluated,not evaluated,not evaluated,1
141,"  We are determined to continue the momentum of this roll out until every home in Ireland has access to high speed broadband, therefore reducing the need to drive in the first instance.",not evaluated,not evaluated,not evaluated,not evaluated,"141   We are determined to continue the momentum of this roll out until every home in Ireland has access to high speed broadband, therefore reducing the need to drive in the first instance.
",utilitarian,mitigation,not indicated,equality,1
142, Ireland is also a global leader when it comes to the management of volatile wind generated electricity on a small isolated grid.,not evaluated,not evaluated,not evaluated,not evaluated,"142  Ireland is also a global leader when it comes to the management of volatile wind generated electricity on a small isolated grid.
",not evaluated,not evaluated,not evaluated,not evaluated,1
143,Building on this knowledge we have developed world class research and test facilities for the exploitation of ocean energy.,not evaluated,not evaluated,not evaluated,not evaluated,"143 Building on this knowledge we have developed world class research and test facilities for the exploitation of ocean energy.
",not evaluated,not evaluated,not evaluated,not evaluated,1
144,"This year we tested 2 2 different ocean energy prototypes, some with very promising results.",not evaluated,not evaluated,not evaluated,not evaluated,"144 This year we tested 2 2 different ocean energy prototypes, some with very promising results.
",not evaluated,not evaluated,not evaluated,not evaluated,1
145," At a domestic level, this year I published Ireland's first statutory National Mitigation Plan.",not evaluated,not evaluated,not evaluated,not evaluated,"145  At a domestic level, this year I published Ireland's first statutory National Mitigation Plan.
",general normative statement,mitigation,not indicated,not indicated,1
146,This puts Ireland on a clear pathway to achieve our own long -term decarbonisation targets.,not evaluated,not evaluated,not evaluated,not evaluated,"146 This puts Ireland on a clear pathway to achieve our own long -term decarbonisation targets.
",general normative statement,mitigation,not indicated,not indicated,1
147,"I have also launched Ireland's National Dialogue on Climate Action, which will ensure an inclusive process of engagement and consensus to support our transition to a low carbon and climate resilient fut ure.",not evaluated,not evaluated,not evaluated,not evaluated,"147 I have also launched Ireland's National Dialogue on Climate Action, which will ensure an inclusive process of engagement and consensus to support our transition to a low carbon and climate resilient fut ure.
",egalitarian,cooperation,support,equality,1
148, I will shortly submit Ireland's first statutory National Adaptation Framework to Government for approval which will reduce our vulnerability to the negative effects of climate change.,not evaluated,not evaluated,not evaluated,not evaluated,"148  I will shortly submit Ireland's first statutory National Adaptation Framework to Government for approval which will reduce our vulnerability to the negative effects of climate change.
",general normative statement,adaptation,not indicated,not indicated,1
149, Small countries cannot do everything.,not evaluated,not evaluated,not evaluated,not evaluated,"149  Small countries cannot do everything.
",not evaluated,not evaluated,not evaluated,not evaluated,1
150,"We have unique challenge s, but it also allows us to come up with unique solutions.",not evaluated,not evaluated,not evaluated,not evaluated,"150 We have unique challenge s, but it also allows us to come up with unique solutions.
",not evaluated,not evaluated,not evaluated,not evaluated,1
151,"The Paris Agreement is about action by all, the great and the small.",egalitarian,UNFCCC agreements and principles,responsibility,equality,"151 The Paris Agreement is about action by all, the great and the small.
",egalitarian,UNFCCC agreements and principles,responsibility,equality,1
152," We need to work together to enable ambitious action, and I was proud to arrive here with agreement from my Government for Irel and to join the NDC Partnership.",general normative statement,cooperation,not indicated,not indicated,"152  We need to work together to enable ambitious action, and I was proud to arrive here with agreement from my Government for Irel and to join the NDC Partnership.
",cooperation,cooperation,not indicated,not indicated,1
153,"  Through the NDC Partnership, Ireland will be able to offer its key expertise and insights from our existing work with developing countries.",not evaluated,not evaluated,not evaluated,not evaluated,"153   Through the NDC Partnership, Ireland will be able to offer its key expertise and insights from our existing work with developing countries.
",egalitarian,cooperation,technological resources,equality,1
154,This will focus on adaptation support for our developing country partners and on sharing our experiences with the world.,not evaluated,not evaluated,not evaluated,not evaluated,"154 This will focus on adaptation support for our developing country partners and on sharing our experiences with the world.
",prioritarian,adaptation,support,priority to worst off,1
155,We must share our experiences along with ensuring developing countries are resourced to take the necessary actions.,sufficientarian,other,other,needs based,"155 We must share our experiences along with ensuring developing countries are resourced to take the necessary actions.
",prioritarian,financial mechanisms,financial resources,priority to worst off,1
156," To underpin this new commitment to the NDC Partnership, the Government of Ireland will provide ad ditional financial support totaling €2.3 million this year to the Green Climate Fund and the Adaptation Fund - Ireland's first contribution to this Fund.",not evaluated,not evaluated,not evaluated,not evaluated,"156  To underpin this new commitment to the NDC Partnership, the Government of Ireland will provide ad ditional financial support totaling €2.3 million this year to the Green Climate Fund and the Adaptation Fund - Ireland's first contribution to this Fund.
",prioritarian,financial mechanisms,financial resources,priority to worst off,1
157, I recognise the importance of strong scientific foundations for our climate policies and the key role of the Intergovernmental Panel on Climate Change.,not evaluated,not evaluated,not evaluated,not evaluated,"157  I recognise the importance of strong scientific foundations for our climate policies and the key role of the Intergovernmental Panel on Climate Change.
",not evaluated,not evaluated,not evaluated,not evaluated,1
158,  I have also decided to commit funding to the IPCC this year to help ensure that it is effectively equipped to complete the challenging work ahead of it.,not evaluated,not evaluated,not evaluated,not evaluated,"158   I have also decided to commit funding to the IPCC this year to help ensure that it is effectively equipped to complete the challenging work ahead of it.
",utilitarian,financial mechanisms,financial resources,not indicated,1
159," Here at COP 23, I have found that my own ""tala noas"" with my global counterparts have shown much common ground in the challenges that we face tackling climate change.",not evaluated,not evaluated,not evaluated,not evaluated,"159  Here at COP 23, I have found that my own ""tala noas"" with my global counterparts have shown much common ground in the challenges that we face tackling climate change.
",not evaluated,not evaluated,not evaluated,not evaluated,1
160,Ireland and the EU are committed to working together under the Paris Agreement to address these many challenges.,not evaluated,not evaluated,not evaluated,not evaluated,"160 Ireland and the EU are committed to working together under the Paris Agreement to address these many challenges.
",egalitarian,cooperation,responsibility,equality,1
161, We have made real pro gress on developing the rulebook that will be essential for fighting climate change.,not evaluated,not evaluated,not evaluated,not evaluated,"161  We have made real pro gress on developing the rulebook that will be essential for fighting climate change.
",not evaluated,not evaluated,not evaluated,not evaluated,1
162," The Fijian Presidency has given us the design of a Facilitative Dialogue, or a Talanoa Dialogue, which will provide a space for both Parties and non -Party stakeholders t o showcase progress for sharing best practices.",not evaluated,not evaluated,not evaluated,not evaluated,"162  The Fijian Presidency has given us the design of a Facilitative Dialogue, or a Talanoa Dialogue, which will provide a space for both Parties and non -Party stakeholders t o showcase progress for sharing best practices.
",not evaluated,not evaluated,not evaluated,not evaluated,1
163, Ireland has contributed to some major breakthroughs in the development of guidance for the agriculture sector and the adoption of a Gender Action Plan.,not evaluated,not evaluated,not evaluated,not evaluated,"163  Ireland has contributed to some major breakthroughs in the development of guidance for the agriculture sector and the adoption of a Gender Action Plan.
",not evaluated,not evaluated,not evaluated,not evaluated,1
164,We have made good progress on transparency and on fina nce.,not evaluated,not evaluated,not evaluated,not evaluated,"164 We have made good progress on transparency and on fina nce.
",not evaluated,not evaluated,not evaluated,not evaluated,1
165,"  I am confident that we will meet again in Katowice, Poland, in a year to complete the design of the rulebook which will drive the action we need if we are to overcome the challenges of climate change.",not evaluated,not evaluated,not evaluated,not evaluated,"165   I am confident that we will meet again in Katowice, Poland, in a year to complete the design of the rulebook which will drive the action we need if we are to overcome the challenges of climate change.
",utilitarian,urgency,responsibility,not indicated,1
166, Thank you.,not evaluated,not evaluated,not evaluated,not evaluated,"166  Thank you.
",not evaluated,not evaluated,not evaluated,not evaluated,1
167,I would like to express my appreciation to the Government of Poland for hosting and presiding over the 24th Conference of the Parties.,not evaluated,not evaluated,not evaluated,not evaluated,"167 I would like to express my appreciation to the Government of Poland for hosting and presiding over the 24th Conference of the Parties.
",not evaluated,not evaluated,not evaluated,not evaluated,1
168,  I also thank the people of Poland for the warm hospitality you have afforded to all delegates.,not evaluated,not evaluated,not evaluated,not evaluated,"168   I also thank the people of Poland for the warm hospitality you have afforded to all delegates.
",not evaluated,not evaluated,not evaluated,not evaluated,1
169,"  Climate change is already severely impacting our communities, economies and natural environment.",not evaluated,not evaluated,not evaluated,not evaluated,"169   Climate change is already severely impacting our communities, economies and natural environment.
",not evaluated,not evaluated,not evaluated,not evaluated,1
170,The effects of the changing climate can now be seen in our day-to-day lives.,not evaluated,not evaluated,not evaluated,not evaluated,"170 The effects of the changing climate can now be seen in our day-to-day lives.
",not evaluated,not evaluated,not evaluated,not evaluated,1
171, This is undermining our hardfought gains and ongoing efforts to achieve sustainable development.,not evaluated,not evaluated,not evaluated,not evaluated,"171  This is undermining our hardfought gains and ongoing efforts to achieve sustainable development.
",not evaluated,not evaluated,not evaluated,not evaluated,1
172,   Addressing the warming of our planet requires a global effort and a commitment to change not seen in human history.,general normative statement,other,responsibility,equality,"172    Addressing the warming of our planet requires a global effort and a commitment to change not seen in human history.
",utilitarian,urgency,responsibility,not indicated,1
173,The adoption of Paris Agreement three years ago and its early entry into force showed us what is possible when people come together in common purpose.,not evaluated,not evaluated,not evaluated,not evaluated,"173 The adoption of Paris Agreement three years ago and its early entry into force showed us what is possible when people come together in common purpose.
",egalitarian,cooperation,responsibility,equality,1
174," Today, we need to translate this spirit of cooperation into concrete action.",not evaluated,not evaluated,not evaluated,not evaluated,"174  Today, we need to translate this spirit of cooperation into concrete action.
",general normative statement,cooperation,responsibility,not indicated,1
175,"   We are gathered in Katowice to discuss and agree on the Paris Agreement Work Programme, or rulebook, which will guide the implementation of the historic Agreement.",not evaluated,not evaluated,not evaluated,not evaluated,"175    We are gathered in Katowice to discuss and agree on the Paris Agreement Work Programme, or rulebook, which will guide the implementation of the historic Agreement.
",not evaluated,new UNFCCC policy,responsibility,not indicated,1
176,   I take this opportunity to thank our negotiators for the hard work done during the negotiation sessions.,not evaluated,not evaluated,not evaluated,not evaluated,"176    I take this opportunity to thank our negotiators for the hard work done during the negotiation sessions.
",not evaluated,not evaluated,not evaluated,not evaluated,1
177,"As a vulnerable country, Rwanda also commends and welcomes the Intergovernmental Panel on Climate Change Special Report on 1.5 degrees Celsius.",not evaluated,not evaluated,not evaluated,not evaluated,"177 As a vulnerable country, Rwanda also commends and welcomes the Intergovernmental Panel on Climate Change Special Report on 1.5 degrees Celsius.
",prioritarian,other,responsibility,priority to worst off,1
178,The report should be a wakeup call to all Parties to raise their ambition.,not evaluated,not evaluated,not evaluated,not evaluated,"178 The report should be a wakeup call to all Parties to raise their ambition.
",utilitarian,urgency,responsibility,not indicated,1
179,We must respond quickly to the best science available because denial will not help us to address climate change.,general normative statement,urgency,not indicated,not indicated,"179 We must respond quickly to the best science available because denial will not help us to address climate change.
",utilitarian,urgency,responsibility,not indicated,1
180,"   We are still optimistic, however, and expect that this COP24 will result in the guidelines for implementing the Paris Agreement.",not evaluated,not evaluated,not evaluated,not evaluated,"180    We are still optimistic, however, and expect that this COP24 will result in the guidelines for implementing the Paris Agreement.
",not evaluated,not evaluated,not evaluated,not evaluated,1
181,We should expect nothing less of ourselves.,not evaluated,not evaluated,not evaluated,not evaluated,"181 We should expect nothing less of ourselves.
",general normative statement,not evaluated,not indicated,not indicated,1
182,There is simply no time to lose.,not evaluated,not evaluated,not evaluated,not evaluated,"182 There is simply no time to lose.
",utilitarian,urgency,not indicated,not indicated,1
183,"   1 The Paris Agreement Work Programme should be robust, balanced and comprehensive but also flexible enough to allow every country to continuously raise its ambition and report on its implementation efforts.",libertarian,new UNFCCC policy,not indicated,not indicated,"183    1 The Paris Agreement Work Programme should be robust, balanced and comprehensive but also flexible enough to allow every country to continuously raise its ambition and report on its implementation efforts.
",egalitarian,UNFCCC agreements and principles,responsibility,equality,1
184,"   Specifically, the programme should address the key challenges of adaptation, finance as well as loss and damage.",not evaluated,not evaluated,not evaluated,not evaluated,"184    Specifically, the programme should address the key challenges of adaptation, finance as well as loss and damage.
",egalitarian,adaptation and mitigation,responsibility,equality,1
185,"  Doing so will put all nations in a better position to achieve the goals of the Agreement and signal once again that clean, green and equitable development is the only way forward.",not evaluated,not evaluated,not evaluated,not evaluated,"185   Doing so will put all nations in a better position to achieve the goals of the Agreement and signal once again that clean, green and equitable development is the only way forward.
",utilitarian,other,not indicated,not indicated,1
186,  We have been pleased to see the important contributions made by Parties through the Talanoa Dialogue process and it is our hope that its outcomes be captured in the form of a decision.,not evaluated,not evaluated,not evaluated,not evaluated,"186   We have been pleased to see the important contributions made by Parties through the Talanoa Dialogue process and it is our hope that its outcomes be captured in the form of a decision.
",not evaluated,not evaluated,not evaluated,not evaluated,1
187,This will help to trigger greater ambition amongst all nations.,not evaluated,not evaluated,not evaluated,not evaluated,"187 This will help to trigger greater ambition amongst all nations.
",utilitarian,cooperation,responsibility,not indicated,1
188,   Rwanda is committed to playing our part to realise the aspirations of the Paris Agreement and we are strongly committed to the target of limiting average global warming to 1.5 degrees Celsius.,not evaluated,not evaluated,not evaluated,not evaluated,"188    Rwanda is committed to playing our part to realise the aspirations of the Paris Agreement and we are strongly committed to the target of limiting average global warming to 1.5 degrees Celsius.
",egalitarian,UNFCCC agreements and principles,responsibility,equality,1
189,"With the impacts of climate change already affecting us today, we simply have no other choice.",not evaluated,not evaluated,not evaluated,not evaluated,"189 With the impacts of climate change already affecting us today, we simply have no other choice.
",utilitarian,urgency,not indicated,not indicated,1
190,  Achieving this requires a rethink of how we finance climate action.,not evaluated,not evaluated,not evaluated,not evaluated,"190   Achieving this requires a rethink of how we finance climate action.
",general normative statement,financial mechanisms,financial resources,not indicated,1
191,Parties must strengthen their commitment by going above and beyond the 100 billion dollars pledged per year.,general normative statement,UNFCCC agreements and principles,financial resources,proportional to commitment,"191 Parties must strengthen their commitment by going above and beyond the 100 billion dollars pledged per year.
",sufficientarian,financial mechanisms,financial resources,needs based,1
192,This revised and increased level of climate finance by 2025 should be guided by a comprehensive needs assessment.,egalitarian,financial mechanisms,financial resources,needs based,"192 This revised and increased level of climate finance by 2025 should be guided by a comprehensive needs assessment.
",sufficientarian,financial mechanisms,financial resources,needs based,1
193,We must also work with the private sector to mobilise the trillions of dollars needed to halt global warming and ensure all investments are climate friendly.,not evaluated,not evaluated,not evaluated,not evaluated,"193 We must also work with the private sector to mobilise the trillions of dollars needed to halt global warming and ensure all investments are climate friendly.
",utilitarian,financial mechanisms,financial resources,not indicated,1
194,"Quite simply, we need everyone on board to solve the climate challenge.",not evaluated,not evaluated,not evaluated,not evaluated,"194 Quite simply, we need everyone on board to solve the climate challenge.
",egalitarian,cooperation,responsibility,equality,1
195,"   To conclude, I would like to thank Parties for their support of the Kigali Amendment to the Montreal Protocol.",not evaluated,not evaluated,not evaluated,not evaluated,"195    To conclude, I would like to thank Parties for their support of the Kigali Amendment to the Montreal Protocol.
",not evaluated,not evaluated,not evaluated,not evaluated,1
196,   With the potential to avert half a degree Celsius of warming by the end of the century - and double that if we invest in energy efficiency - the amendment is one practical way to mitigate further emissions.,not evaluated,not evaluated,not evaluated,not evaluated,"196    With the potential to avert half a degree Celsius of warming by the end of the century - and double that if we invest in energy efficiency - the amendment is one practical way to mitigate further emissions.
",utilitarian,mitigation,not indicated,not indicated,1
197,   I encourage nations that have not yet done so to ratify the Amendment and begin the work of phasing out hydrofluorocarbons.,not evaluated,not evaluated,not evaluated,not evaluated,"197    I encourage nations that have not yet done so to ratify the Amendment and begin the work of phasing out hydrofluorocarbons.
",general normative statement,mitigation,responsibility,not indicated,1
198,"  Such demonstrations of tangible action will spur other nations to invest in the important work of climate change mitigation and adaptation, and give hope to citizens that we are addressing the challenge with the seriousness and speed it deserves.",not evaluated,not evaluated,not evaluated,not evaluated,"198   Such demonstrations of tangible action will spur other nations to invest in the important work of climate change mitigation and adaptation, and give hope to citizens that we are addressing the challenge with the seriousness and speed it deserves.
",utilitarian,adaptation and mitigation,responsibility,not indicated,1
199,   Thank you for your kind attention.,not evaluated,not evaluated,not evaluated,not evaluated,"199    Thank you for your kind attention.
",not evaluated,not evaluated,not evaluated,not evaluated,1
200,I represent a country that is more affected by climate change than most places on the Earth .,not evaluated,not evaluated,not evaluated,not evaluated,"200 I represent a country that is more affected by climate change than most places on the Earth .
",prioritarian,urgency,not indicated,priority to worst off,1
201,"Depending on the climate scenario, the temperature in Serbia, by the end of the century, could be 3 to 5 degrees Celsius higher, compared to the mid -20th century .",not evaluated,not evaluated,not evaluated,not evaluated,"201 Depending on the climate scenario, the temperature in Serbia, by the end of the century, could be 3 to 5 degrees Celsius higher, compared to the mid -20th century .
",not evaluated,not evaluated,not evaluated,not evaluated,1
202,"In the future, we can expect further temperature and precipitation record breaks , which will have a devastating impact on the people and economy of Serbia.",not evaluated,not evaluated,not evaluated,not evaluated,"202 In the future, we can expect further temperature and precipitation record breaks , which will have a devastating impact on the people and economy of Serbia.
",not evaluated,not evaluated,not evaluated,not evaluated,1
203,"Since 2000 e xtreme heat waves, droughts and floods have cost us more than 5 billion Euros .",not evaluated,not evaluated,not evaluated,not evaluated,"203 Since 2000 e xtreme heat waves, droughts and floods have cost us more than 5 billion Euros .
",not evaluated,not evaluated,not evaluated,not evaluated,1
204," Limiting the increase of mean global temperature by the end of the century by 2°C would lead to a loss of Serbia's GDP of 4.53% by mid -century, which can be significantly reduced by investing in the adaptation to climate change.",not evaluated,not evaluated,not evaluated,not evaluated,"204  Limiting the increase of mean global temperature by the end of the century by 2°C would lead to a loss of Serbia's GDP of 4.53% by mid -century, which can be significantly reduced by investing in the adaptation to climate change.
",utilitarian,adaptation,financial resources,needs based,1
205,"However , the process of low carbon transformation into a climate -adapted society can additionally endanger the already vulnerable groups of the population through the loss of jobs .",not evaluated,not evaluated,not evaluated,not evaluated,"205 However , the process of low carbon transformation into a climate -adapted society can additionally endanger the already vulnerable groups of the population through the loss of jobs .
",prioritarian,adaptation,not indicated,priority to worst off,1
206,"Nonetheless , the most expensive scenario for Serbia is to ignore the climate related costs in its strategic decisions.",not evaluated,not evaluated,not evaluated,not evaluated,"206 Nonetheless , the most expensive scenario for Serbia is to ignore the climate related costs in its strategic decisions.
",utilitarian,urgency,not indicated,not indicated,1
207,System costs of “non -action” are several tens of billion euros higher than the additional system costs of action under any mitigation scenario.,not evaluated,not evaluated,not evaluated,not evaluated,"207 System costs of “non -action” are several tens of billion euros higher than the additional system costs of action under any mitigation scenario.
",utilitarian,mitigation,financial resources,not indicated,1
208,Climate change poses a significant risk for further development of Serbia as was expressed in our NDCs .,not evaluated,not evaluated,not evaluated,not evaluated,"208 Climate change poses a significant risk for further development of Serbia as was expressed in our NDCs .
",general normative statement,UNFCCC agreements and principles,not indicated,not indicated,1
209,"This risk largely depends on the increase in the mean global temperature, which cannot be significantly influenced by Serbia individually.",not evaluated,not evaluated,not evaluated,not evaluated,"209 This risk largely depends on the increase in the mean global temperature, which cannot be significantly influenced by Serbia individually.
",general normative statement,urgency,responsibility,not indicated,1
