,System_Fingerprint
1078,fp_43dfabdef1
1079,fp_43dfabdef1
1080,fp_43dfabdef1
1081,fp_43dfabdef1
1082,fp_43dfabdef1
1083,fp_43dfabdef1
1084,fp_43dfabdef1
1085,fp_43dfabdef1
1086,fp_43dfabdef1
1087,fp_43dfabdef1
1088,fp_43dfabdef1
1089,fp_43dfabdef1
1090,fp_43dfabdef1
1091,fp_43dfabdef1
1092,fp_43dfabdef1
1093,fp_43dfabdef1
1094,fp_43dfabdef1
1095,fp_43dfabdef1
1096,fp_43dfabdef1
1097,fp_43dfabdef1
1098,fp_43dfabdef1
1099,fp_3196d36131
1100,fp_43dfabdef1
1101,fp_43dfabdef1
1102,fp_927397958d
1103,fp_43dfabdef1
1104,fp_43dfabdef1
1105,fp_43dfabdef1
1106,fp_43dfabdef1
1107,fp_3196d36131
1108,fp_43dfabdef1
1109,fp_43dfabdef1
1110,fp_43dfabdef1
1111,fp_43dfabdef1
1112,fp_43dfabdef1
1113,fp_43dfabdef1
1114,fp_43dfabdef1
1115,fp_43dfabdef1
1116,fp_43dfabdef1
1117,fp_43dfabdef1
1118,fp_3196d36131
1119,fp_43dfabdef1
1120,fp_3196d36131
1121,fp_43dfabdef1
1122,fp_43dfabdef1
1123,fp_43dfabdef1
1124,fp_43dfabdef1
1125,fp_43dfabdef1
1126,fp_43dfabdef1
1127,fp_43dfabdef1
1128,fp_43dfabdef1
1129,fp_43dfabdef1
1130,fp_3196d36131
1131,fp_43dfabdef1
1132,fp_43dfabdef1
1133,fp_3196d36131
1134,fp_43dfabdef1
1135,fp_43dfabdef1
1136,fp_43dfabdef1
1137,fp_43dfabdef1
1138,fp_43dfabdef1
1139,fp_43dfabdef1
1140,fp_43dfabdef1
1141,fp_43dfabdef1
1142,fp_43dfabdef1
1143,fp_43dfabdef1
1144,fp_43dfabdef1
1145,fp_43dfabdef1
1146,fp_43dfabdef1
1147,fp_43dfabdef1
1148,fp_43dfabdef1
1149,fp_43dfabdef1
1150,fp_43dfabdef1
1151,fp_43dfabdef1
1152,fp_43dfabdef1
1153,fp_43dfabdef1
1154,fp_43dfabdef1
1155,fp_43dfabdef1
1156,fp_43dfabdef1
1157,fp_43dfabdef1
1158,fp_43dfabdef1
1159,fp_43dfabdef1
1160,fp_43dfabdef1
1161,fp_3196d36131
1162,fp_43dfabdef1
1163,fp_43dfabdef1
1164,fp_43dfabdef1
1165,fp_43dfabdef1
1166,fp_43dfabdef1
1167,fp_43dfabdef1
1168,fp_43dfabdef1
1169,fp_3196d36131
1170,fp_43dfabdef1
1171,fp_43dfabdef1
1172,fp_43dfabdef1
1173,fp_43dfabdef1
1174,fp_43dfabdef1
1175,fp_43dfabdef1
1176,fp_43dfabdef1
1177,fp_3196d36131
1178,fp_43dfabdef1
1179,fp_43dfabdef1
1180,fp_43dfabdef1
1181,fp_43dfabdef1
1182,fp_43dfabdef1
1183,fp_43dfabdef1
1184,fp_43dfabdef1
1185,fp_43dfabdef1
1186,fp_43dfabdef1
1187,fp_43dfabdef1
1188,fp_43dfabdef1
1189,fp_43dfabdef1
1190,fp_43dfabdef1
1191,fp_43dfabdef1
1192,fp_43dfabdef1
1193,fp_43dfabdef1
1194,fp_43dfabdef1
1195,fp_43dfabdef1
1196,fp_43dfabdef1
1197,fp_43dfabdef1
1198,fp_43dfabdef1
1199,fp_43dfabdef1
1200,fp_43dfabdef1
1201,fp_43dfabdef1
1202,fp_43dfabdef1
1203,fp_43dfabdef1
1204,fp_43dfabdef1
1205,fp_43dfabdef1
1206,fp_43dfabdef1
1207,fp_43dfabdef1
1208,fp_43dfabdef1
1209,fp_43dfabdef1
1210,fp_3196d36131
1211,fp_43dfabdef1
1212,fp_43dfabdef1
1213,fp_43dfabdef1
1214,fp_43dfabdef1
1215,fp_43dfabdef1
1216,fp_43dfabdef1
1217,fp_43dfabdef1
1218,fp_43dfabdef1
1219,fp_43dfabdef1
1220,fp_3196d36131
