unique_id,text,relevance_0_x,relevance_1_x,relevance_2_x,llm_query,relevance_0_y,relevance_1_y,relevance_2_y,iteration
32," We will provide support to developing countries totaling 1.6 trillion yen, about 16 billion US dollars, during the 3-year period from 201 3 to 201 5.",0,1,0,"32  We will provide support to developing countries totaling 1.6 trillion yen, about 16 billion US dollars, during the 3-year period from 201 3 to 201 5.
",1,0,0,2
32," We will provide support to developing countries totaling 1.6 trillion yen, about 16 billion US dollars, during the 3-year period from 201 3 to 201 5.",0,1,0,"32  We will provide support to developing countries totaling 1.6 trillion yen, about 16 billion US dollars, during the 3-year period from 201 3 to 201 5.
",0,1,0,3
32," We will provide support to developing countries totaling 1.6 trillion yen, about 16 billion US dollars, during the 3-year period from 201 3 to 201 5.",0,1,0,"32  We will provide support to developing countries totaling 1.6 trillion yen, about 16 billion US dollars, during the 3-year period from 201 3 to 201 5.
",0,1,0,4
32," We will provide support to developing countries totaling 1.6 trillion yen, about 16 billion US dollars, during the 3-year period from 201 3 to 201 5.",0,1,0,"32  We will provide support to developing countries totaling 1.6 trillion yen, about 16 billion US dollars, during the 3-year period from 201 3 to 201 5.
",0,1,0,5
33," We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.",0,1,0,"33  We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.
",0,1,0,1
33," We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.",0,1,0,"33  We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.
",0,1,0,2
33," We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.",0,1,0,"33  We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.
",0,1,0,3
33," We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.",0,1,0,"33  We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.
",0,1,0,4
33," We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.",0,1,0,"33  We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.
",0,1,0,5
34, Tokyo has been selected as the host of the 2020 Summer Olympics and Paralympics.,1,0,0,"34  Tokyo has been selected as the host of the 2020 Summer Olympics and Paralympics.
",1,0,0,1
34, Tokyo has been selected as the host of the 2020 Summer Olympics and Paralympics.,1,0,0,"34  Tokyo has been selected as the host of the 2020 Summer Olympics and Paralympics.
",1,0,0,2
34, Tokyo has been selected as the host of the 2020 Summer Olympics and Paralympics.,1,0,0,"34  Tokyo has been selected as the host of the 2020 Summer Olympics and Paralympics.
",1,0,0,3
34, Tokyo has been selected as the host of the 2020 Summer Olympics and Paralympics.,1,0,0,"34  Tokyo has been selected as the host of the 2020 Summer Olympics and Paralympics.
",1,0,0,4
34, Tokyo has been selected as the host of the 2020 Summer Olympics and Paralympics.,1,0,0,"34  Tokyo has been selected as the host of the 2020 Summer Olympics and Paralympics.
",1,0,0,5
35," Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.",0,1,0,"35  Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.
",0,1,0,1
35," Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.",0,1,0,"35  Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.
",0,1,0,2
35," Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.",0,1,0,"35  Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.
",0,0,1,3
35," Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.",0,1,0,"35  Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.
",0,1,0,4
35," Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.",0,1,0,"35  Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.
",0,0,1,5
36, Thank you for your kind attention.,1,0,0,"36  Thank you for your kind attention.
",1,0,0,1
36, Thank you for your kind attention.,1,0,0,"36  Thank you for your kind attention.
",1,0,0,2
36, Thank you for your kind attention.,1,0,0,"36  Thank you for your kind attention.
",1,0,0,3
36, Thank you for your kind attention.,1,0,0,"36  Thank you for your kind attention.
",1,0,0,4
36, Thank you for your kind attention.,1,0,0,"36  Thank you for your kind attention.
",1,0,0,5
