unique_id,text,PRINCIPLE_x,llm_query,PRINCIPLE_y,iteration
329,"Excellencies, Distinguishe d Guests, Ladies and Gentlemen, I would like to avail myself of this opportunity to thank the Government of France and the organizers of the UNFCCCC COP21 for the excellent facilities provided and the warm hospitality extended to my Delegation in the beautiful City of Paris.",not evaluated,"329 Excellencies, Distinguishe d Guests, Ladies and Gentlemen, I would like to avail myself of this opportunity to thank the Government of France and the organizers of the UNFCCCC COP21 for the excellent facilities provided and the warm hospitality extended to my Delegation in the beautiful City of Paris.
",not evaluated,1
330,"If you would allow me, my fellow Delegates, to mention the most salient points of which my country is suffering from the ravages of Climate Change: Afghanistan is the number one most vulnerable LDC country in our immediate region because of Climate Change.",not evaluated,"330 If you would allow me, my fellow Delegates, to mention the most salient points of which my country is suffering from the ravages of Climate Change: Afghanistan is the number one most vulnerable LDC country in our immediate region because of Climate Change.
",prioritarian,1
331,Afghanistan is the 14th most vulnerable LDC country on the planet because of Climate Change.,not evaluated,"331 Afghanistan is the 14th most vulnerable LDC country on the planet because of Climate Change.
",prioritarian,1
332," It is therefore, of utmost importance that we reach out toward all the countries attending this historic and august gathering to agree on a legally-binding mechanism in order to save our planet from further damage caused by Climate Change.",utilitarian,"332  It is therefore, of utmost importance that we reach out toward all the countries attending this historic and august gathering to agree on a legally-binding mechanism in order to save our planet from further damage caused by Climate Change.
",utilitarian,1
333," We can, we should and we must come to an Agreement.",not evaluated,"333  We can, we should and we must come to an Agreement.
",general normative statement,1
334,"Let us seize this historic opportunity which presents itself before us in these fina l and most critical days of the High -Level Segment to reach a proper, meaningful, and realistic and an equitable agreement for Humanity, for the present as well as, for the future generations and for every living life form on Earth.",utilitarian,"334 Let us seize this historic opportunity which presents itself before us in these fina l and most critical days of the High -Level Segment to reach a proper, meaningful, and realistic and an equitable agreement for Humanity, for the present as well as, for the future generations and for every living life form on Earth.
",egalitarian,1
335, I am sure that you all agree with me that we must collectively and responsibly act for t he welfare of our common Planet - Terra – a tiny beautiful little blue dot on the Celestial Map of our Solar System which supports Life as we know it.,utilitarian,"335  I am sure that you all agree with me that we must collectively and responsibly act for t he welfare of our common Planet - Terra – a tiny beautiful little blue dot on the Celestial Map of our Solar System which supports Life as we know it.
",utilitarian,1
336,"We stand before God, before Humanity, before History and before Our Collective Conscious to make COP21 successful.",not evaluated,"336 We stand before God, before Humanity, before History and before Our Collective Conscious to make COP21 successful.
",general normative statement,1
337,"Therefore, let us be bold and take that step for Humanity and for Life itself! ",utilitarian,"337 Therefore, let us be bold and take that step for Humanity and for Life itself! 
",general normative statement,1
338,I thank you for your kind attention.,not evaluated,"338 I thank you for your kind attention.
",not evaluated,1
339,Bosnia and Herzegovina is making great efforts to be anactive part of the international forces in the fight against thedisastrous consequences of climate change.,not evaluated,"339 Bosnia and Herzegovina is making great efforts to be anactive part of the international forces in the fight against thedisastrous consequences of climate change.
",general normative statement,1
340,"We have produced and submitted our INDC to the UNFCCCsecretariat, and in the upcoming period, hard work awaits uson the implementation of the obligations stemming from theINDC.",not evaluated,"340 We have produced and submitted our INDC to the UNFCCCsecretariat, and in the upcoming period, hard work awaits uson the implementation of the obligations stemming from theINDC.
",not evaluated,1
341,"We hope that, with the full support of the internationalcommunity, a manner enabling the achievement of thecommon goal will be implemented.",not evaluated,"341 We hope that, with the full support of the internationalcommunity, a manner enabling the achievement of thecommon goal will be implemented.
",general normative statement,1
342,"Since we are geographically located in an area which isparticularly exposed to extreme climate change, and since weare very vulnerable to climate change and its consequences,we are already working on an agenda of adaptation and mitigation,in order to turn climate challenges into climate opportunities.",not evaluated,"342 Since we are geographically located in an area which isparticularly exposed to extreme climate change, and since weare very vulnerable to climate change and its consequences,we are already working on an agenda of adaptation and mitigation,in order to turn climate challenges into climate opportunities.
",prioritarian,1
343,"In that regard, we expect further and stronger support fromthe European Union, whose efforts we fully support in thenegotiation process.",prioritarian,"343 In that regard, we expect further and stronger support fromthe European Union, whose efforts we fully support in thenegotiation process.
",prioritarian,1
344,"That is why we are ready to, throughsynergetic action and in line with the objectives ofsustainable development adapted in September this year inthe UN General Assembly, adapt our economy, society andthe environment to the low-carbon development, throughwhich we need to elevate the contribution of the renewableenergies to the highest possible level.",not evaluated,"344 That is why we are ready to, throughsynergetic action and in line with the objectives ofsustainable development adapted in September this year inthe UN General Assembly, adapt our economy, society andthe environment to the low-carbon development, throughwhich we need to elevate the contribution of the renewableenergies to the highest possible level.
",utilitarian,1
345,"Last year, we had the biggest and the most disastrous floodsin our history, which took many human lives and causeduntold damage to housing facilities and the country’seconomy.",not evaluated,"345 Last year, we had the biggest and the most disastrous floodsin our history, which took many human lives and causeduntold damage to housing facilities and the country’seconomy.
",not evaluated,1
346,"For that reason, in cooperation with the internationalcommunity, we took decisive action on the assessment ofpotential risks, and made a plan of action in order to be ableto act preventively and to avoid similar catastrophic events.",not evaluated,"346 For that reason, in cooperation with the internationalcommunity, we took decisive action on the assessment ofpotential risks, and made a plan of action in order to be ableto act preventively and to avoid similar catastrophic events.
",utilitarian,1
347,"We are permanently strengthening the prevention of risks ofclimate change in terms of improving the Early WarningSysytem, highlighting the modernisation of equipment,training, capacity building, transfer of technology andknowledge.",not evaluated,"347 We are permanently strengthening the prevention of risks ofclimate change in terms of improving the Early WarningSysytem, highlighting the modernisation of equipment,training, capacity building, transfer of technology andknowledge.
",utilitarian,1
348,"We have come to Paris convinced that, on the basis of compromise and consensus, a fair agreement will be reached,which should be effective, binding to all countries, with aclearly highlighted common and shared responsibility toreduce emissions of greenhouse gases, but also with aprecisely defined relation between developed and lessdeveloped countries.",egalitarian,"348 We have come to Paris convinced that, on the basis of compromise and consensus, a fair agreement will be reached,which should be effective, binding to all countries, with aclearly highlighted common and shared responsibility toreduce emissions of greenhouse gases, but also with aprecisely defined relation between developed and lessdeveloped countries.
",egalitarian,1
349,"For this, we have been provided with an excellent basis byleaders of the countries of the world on the 30th ofNovember, encouraging negotiators to agree and determinethe final text of the Paris Agreement, the implementation ofwhich should be the path to a better and fairer climatefuture.",not evaluated,"349 For this, we have been provided with an excellent basis byleaders of the countries of the world on the 30th ofNovember, encouraging negotiators to agree and determinethe final text of the Paris Agreement, the implementation ofwhich should be the path to a better and fairer climatefuture.
",egalitarian,1
350,Thank you,not evaluated,"350 Thank you
",not evaluated,1
351,"The European Union came to Paris with a very clear objective: toconclude a fair, inclusive, dynamic, durable and ambitious legallybinding climate agreement that will stop climate change over thecentury.",not evaluated,"351 The European Union came to Paris with a very clear objective: toconclude a fair, inclusive, dynamic, durable and ambitious legallybinding climate agreement that will stop climate change over thecentury.
",egalitarian,1
352,Paris is a historic opportunity that we cannot miss.,not evaluated,"352 Paris is a historic opportunity that we cannot miss.
",general normative statement,1
353,We must translate the momentum we have seen on the road to Parisinto an ambitious agreement.,not evaluated,"353 We must translate the momentum we have seen on the road to Parisinto an ambitious agreement.
",general normative statement,1
354,The European Union wants to sign an ambitious agreement and notjust any kind of agreement.,not evaluated,"354 The European Union wants to sign an ambitious agreement and notjust any kind of agreement.
",general normative statement,1
355,We need a robust agreement.,not evaluated,"355 We need a robust agreement.
",general normative statement,1
356,We need a credible agreement.,not evaluated,"356 We need a credible agreement.
",general normative statement,1
357,We need an agreement fit for purpose and fit for the future.,not evaluated,"357 We need an agreement fit for purpose and fit for the future.
",general normative statement,1
358,We owe this to the outside world: our citizens and our children.,utilitarian,"358 We owe this to the outside world: our citizens and our children.
",utilitarian,1
359,"To succeed, we need every country doing its very best and the worldmoving together in the same direction.",egalitarian,"359 To succeed, we need every country doing its very best and the worldmoving together in the same direction.
",egalitarian,1
360,"The world has changed forthe better, and everyone needs to take responsibility.",not evaluated,"360 The world has changed forthe better, and everyone needs to take responsibility.
",egalitarian,1
361,"For the European Union, the credibility of the deal will depend onour collective ambition.",utilitarian,"361 For the European Union, the credibility of the deal will depend onour collective ambition.
",general normative statement,1
362,"First, mitigation ambition:In order to really reduce global emissions, the agreement must have:A global vision for a long-term operational goal in line with science.",not evaluated,"362 First, mitigation ambition:In order to really reduce global emissions, the agreement must have:A global vision for a long-term operational goal in line with science.
",utilitarian,1
363,This goal will tell us how and when we need to increase the ambition to meet our target;,not evaluated,"363 This goal will tell us how and when we need to increase the ambition to meet our target;
",utilitarian,1
364,A regular review every five years to consider the progress madeand raise our collective ambition.,not evaluated,"364 A regular review every five years to consider the progress madeand raise our collective ambition.
",utilitarian,1
365,This is essential since weknow that initial contributions will not be enough to keeptemperature increase within the below 2 degrees objective.,not evaluated,"365 This is essential since weknow that initial contributions will not be enough to keeptemperature increase within the below 2 degrees objective.
",utilitarian,1
366,A robust transparency and accountability system to ensure thatwhat is promised will be delivered.,not evaluated,"366 A robust transparency and accountability system to ensure thatwhat is promised will be delivered.
",utilitarian,1
367,"These elements are necessary to give the world the confidence that ,we the governments, are determined to do what it takes to stopcatastrophic climate change.",not evaluated,"367 These elements are necessary to give the world the confidence that ,we the governments, are determined to do what it takes to stopcatastrophic climate change.
",utilitarian,1
368,"Second, adaptation ambition.",not evaluated,"368 Second, adaptation ambition.
",not evaluated,1
369,"Beyond emissions reductions, this agreement must help countries,especially those most vulnerable, adapt to climate change impacts.",prioritarian,"369 Beyond emissions reductions, this agreement must help countries,especially those most vulnerable, adapt to climate change impacts.
",prioritarian,1
370,The European Union is the world’s leader provider of climate financewith more than half of the total global climate finance.,not evaluated,"370 The European Union is the world’s leader provider of climate financewith more than half of the total global climate finance.
",not evaluated,1
371,Our message to the most vulnerable countries is very clear: you cancount on the European Union.,prioritarian,"371 Our message to the most vulnerable countries is very clear: you cancount on the European Union.
",prioritarian,1
372,"We have done a lot in the past, and we will continue to do more.",not evaluated,"372 We have done a lot in the past, and we will continue to do more.
",not evaluated,1
373,"Together, we must conclude a balanced agreement that will help usreduce emissions while helping the most vulnerable to adapt to theexisting climate impacts.",prioritarian,"373 Together, we must conclude a balanced agreement that will help usreduce emissions while helping the most vulnerable to adapt to theexisting climate impacts.
",prioritarian,1
374,These are not just the european union's priorities.,not evaluated,"374 These are not just the european union's priorities.
",not evaluated,1
375,"Only a week ago here in Paris, we heard the global leaders call forthese elements by and large in unison.",not evaluated,"375 Only a week ago here in Paris, we heard the global leaders call forthese elements by and large in unison.
",not evaluated,1
376,We have confidence in your leadership and in our collective wisdomand determination.,not evaluated,"376 We have confidence in your leadership and in our collective wisdomand determination.
",not evaluated,1
377,The European Union come here to Paris to seal an ambitious deal.,not evaluated,"377 The European Union come here to Paris to seal an ambitious deal.
",general normative statement,1
378,We look forward to the next few days.,not evaluated,"378 We look forward to the next few days.
",not evaluated,1
379,Let us get the job done. Together. ,not evaluated,"379 Let us get the job done. Together. 
",general normative statement,1
380," Mr. President , Trinidad and Tobago joins with others in expressing condolences to the Government and people of France for the recent terrorist attacks.",not evaluated,"380  Mr. President , Trinidad and Tobago joins with others in expressing condolences to the Government and people of France for the recent terrorist attacks.
",not evaluated,1
381,We also wish to stress our abhorrence of these cowardly and criminal acts perpetrated without regard for human dignity and the sanctity of human life.,not evaluated,"381 We also wish to stress our abhorrence of these cowardly and criminal acts perpetrated without regard for human dignity and the sanctity of human life.
",not evaluated,1
382,We applaud the French government and people for their steadfast resolve and determination during this time and congratulate you for the arrangements made for this Conference .,not evaluated,"382 We applaud the French government and people for their steadfast resolve and determination during this time and congratulate you for the arrangements made for this Conference .
",not evaluated,1
383," Trinidad and Tobago stands in solidarity with France, and with all of the peoples of the world negatively impacted by the scourge of terrorism.",not evaluated,"383  Trinidad and Tobago stands in solidarity with France, and with all of the peoples of the world negatively impacted by the scourge of terrorism.
",not evaluated,1
384,It is clear to us that terrorism and the threat of climate change share many common widespread devastating characteristics wh ich serve to underscore the fact that they both require a coordinated global response.,not evaluated,"384 It is clear to us that terrorism and the threat of climate change share many common widespread devastating characteristics wh ich serve to underscore the fact that they both require a coordinated global response.
",general normative statement,1
385,  Addressing the challenge of climate change will require a committed and ambitious global effort over the remainder of this century.,not evaluated,"385   Addressing the challenge of climate change will require a committed and ambitious global effort over the remainder of this century.
",general normative statement,1
386,"While we do not expect the outco me of this COP to deliver a ‘one -shot’ solution to the climate change challenge, we do expect COP 21 to set us on a path toward urgent and effective international cooperation on climate change.",not evaluated,"386 While we do not expect the outco me of this COP to deliver a ‘one -shot’ solution to the climate change challenge, we do expect COP 21 to set us on a path toward urgent and effective international cooperation on climate change.
",general normative statement,1
387,"It is also clear, that this new agreement must put us in a pos ition to regularly scale up our efforts ove r time.",not evaluated,"387 It is also clear, that this new agreement must put us in a pos ition to regularly scale up our efforts ove r time.
",general normative statement,1
388,T his must happen every five years in keeping with the ever -increasing speed of technological innovation.,not evaluated,"388 T his must happen every five years in keeping with the ever -increasing speed of technological innovation.
",general normative statement,1
389,We advance that thi s is the only way we will be able to achieve the level of global action required before it is too late.,not evaluated,"389 We advance that thi s is the only way we will be able to achieve the level of global action required before it is too late.
",utilitarian,1
390,  The Paris agreement must ensure that the needs of the most vulnerable are fully acknowledged and addressed.,prioritarian,"390   The Paris agreement must ensure that the needs of the most vulnerable are fully acknowledged and addressed.
",prioritarian,1
391,"It must carry forward the spirit of the new global sustainable development agenda, agreed in September this year by our le aders , and ensure that no one is left behind.",sufficientarian,"391 It must carry forward the spirit of the new global sustainable development agenda, agreed in September this year by our le aders , and ensure that no one is left behind.
",sufficientarian,1
392,Some basic elements are required to ensure that the agreement will be effective.,not evaluated,"392 Some basic elements are required to ensure that the agreement will be effective.
",general normative statement,1
393,A common commitment to implement is the basis for trust and cooperation .,not evaluated,"393 A common commitment to implement is the basis for trust and cooperation .
",general normative statement,1
394," There must be a common framework for regular reporting a nd tracking so that we know where we are headed; in addition to processes for reviewing and enhancing commitments, as well as for ensuring accountability and compliance.",general normative statement,"394  There must be a common framework for regular reporting a nd tracking so that we know where we are headed; in addition to processes for reviewing and enhancing commitments, as well as for ensuring accountability and compliance.
",general normative statement,1
395,These basic elements must be supported by climate finance to support adaptation effort s in developing countries and unlock their mitigation potential through the transfer of green technologies and capacity building support.,prioritarian,"395 These basic elements must be supported by climate finance to support adaptation effort s in developing countries and unlock their mitigation potential through the transfer of green technologies and capacity building support.
",prioritarian,1
396," Mr President , as a small island developing state, Trinidad and Tobago is among those countries most vulnerable to the effects of climate change.",not evaluated,"396  Mr President , as a small island developing state, Trinidad and Tobago is among those countries most vulnerable to the effects of climate change.
",prioritarian,1
397,The impacts of climate change in Trinidad and Tobago will intensify stresses on the supply of fresh water and wreak havoc on our prospects for achieving food security through enhanced agri cultural production.,not evaluated,"397 The impacts of climate change in Trinidad and Tobago will intensify stresses on the supply of fresh water and wreak havoc on our prospects for achieving food security through enhanced agri cultural production.
",prioritarian,1
398,O ur vulnerable ecos ystems have already begun to bear the brunt of ocean acidification and sea level rise.,not evaluated,"398 O ur vulnerable ecos ystems have already begun to bear the brunt of ocean acidification and sea level rise.
",prioritarian,1
399,"We are on the frontlines of experiencing dangerous climate impacts that, if left unchecked, will only intensify over time.",not evaluated,"399 We are on the frontlines of experiencing dangerous climate impacts that, if left unchecked, will only intensify over time.
",prioritarian,1
400," Trinidad and Tobago relies heavily on fossil f uels for its economic viability, however, our contribution to the problem of climate change rem ains negligible.",not evaluated,"400  Trinidad and Tobago relies heavily on fossil f uels for its economic viability, however, our contribution to the problem of climate change rem ains negligible.
",not evaluated,1
401,"Nevertheless, w e have acknowledged the need to play our part in the fight against climate change in order to safeguard the future of our people.",not evaluated,"401 Nevertheless, w e have acknowledged the need to play our part in the fight against climate change in order to safeguard the future of our people.
",general normative statement,1
402,"Consequently, Trinidad and Tobago has submitted its intended nationally determined contribution (iNDC), which it expects to become a commitment in the context of t he agreement to be reached at this Conference .",not evaluated,"402 Consequently, Trinidad and Tobago has submitted its intended nationally determined contribution (iNDC), which it expects to become a commitment in the context of t he agreement to be reached at this Conference .
",not evaluated,1
403,"We reaffirm our commitment to design and implement the relevant policies, plans and legislation in order to achieve our iNDC.",not evaluated,"403 We reaffirm our commitment to design and implement the relevant policies, plans and legislation in order to achieve our iNDC.
",general normative statement,1
404,"This will be done in the context of national sustainable development plans and stra tegies geared toward economic diversification, social inclusion and the eradication of poverty.",not evaluated,"404 This will be done in the context of national sustainable development plans and stra tegies geared toward economic diversification, social inclusion and the eradication of poverty.
",egalitarian,1
405,"  Mr President , Trinidad and Tobago has also joined with 115 other States in the call for the Paris agreement to establish a long -term temperature goal that wou ld limit the increase in average global temperatures to below 1.5 degrees Celsius above pre -industrial  levels.",not evaluated,"405   Mr President , Trinidad and Tobago has also joined with 115 other States in the call for the Paris agreement to establish a long -term temperature goal that wou ld limit the increase in average global temperatures to below 1.5 degrees Celsius above pre -industrial  levels.
",utilitarian,1
406,"This is the only achievable temperature limit that will safeguard vulnerable ecosystems within Small Island D eveloping States like Trinidad and T obago, and allow for the possibility of adaptation where none would exist under higher levels of warming.",not evaluated,"406 This is the only achievable temperature limit that will safeguard vulnerable ecosystems within Small Island D eveloping States like Trinidad and T obago, and allow for the possibility of adaptation where none would exist under higher levels of warming.
",prioritarian,1
407,"Even in this most optimistic scenario, it is certain that Small Island Developing States will continue to lose coastline to sea level rise as well as suffer loss and damage such as, infrastructure to increasingly intense natural disasters.",not evaluated,"407 Even in this most optimistic scenario, it is certain that Small Island Developing States will continue to lose coastline to sea level rise as well as suffer loss and damage such as, infrastructure to increasingly intense natural disasters.
",prioritarian,1
408,It is for these reasons that a critical element of the Paris agreement must be the establishment of arrangements to address loss and damage.,prioritarian,"408 It is for these reasons that a critical element of the Paris agreement must be the establishment of arrangements to address loss and damage.
",prioritarian,1
409,The credibility of our d eliberations relies on this.,not evaluated,"409 The credibility of our d eliberations relies on this.
",general normative statement,1
410," Mr. President the outcome of this conference can either be our greatest triumph in the fight against climate change, or, our most glaring defeat.",not evaluated,"410  Mr. President the outcome of this conference can either be our greatest triumph in the fight against climate change, or, our most glaring defeat.
",general normative statement,1
411,Now is not the time for further delay.,not evaluated,"411 Now is not the time for further delay.
",general normative statement,1
412,Now is the time for delivery.,not evaluated,"412 Now is the time for delivery.
",general normative statement,1
413,Now is the time for action on climate change.,not evaluated,"413 Now is the time for action on climate change.
",general normative statement,1
414,We must not miss this opportunity to secure the survival of future generations of humankind.,utilitarian,"414 We must not miss this opportunity to secure the survival of future generations of humankind.
",utilitarian,1
415,"Dear Mr. President, Excellences, Ladies and Gentlemen, distingu ished delegates,  Firstly, let me express my utmost gratitude to the Government and People of Morocco and in particular to His Majesty King Mohammed VI , for hosting this climate conference and for the warm welcome in this beautiful historical city of Marrakech.",not evaluated,"415 Dear Mr. President, Excellences, Ladies and Gentlemen, distingu ished delegates,  Firstly, let me express my utmost gratitude to the Government and People of Morocco and in particular to His Majesty King Mohammed VI , for hosting this climate conference and for the warm welcome in this beautiful historical city of Marrakech.
",not evaluated,1
416,We appreciate the high level of commitment and great efforts of the Moroccan Presidency that made the Marrakech Conference as successful as the climate conference held in this city in 2001.,not evaluated,"416 We appreciate the high level of commitment and great efforts of the Moroccan Presidency that made the Marrakech Conference as successful as the climate conference held in this city in 2001.
",not evaluated,1
417,I would also like to associate myself with the statements made by the EU and its Member States.,not evaluated,"417 I would also like to associate myself with the statements made by the EU and its Member States.
",not evaluated,1
418,By adopting the Paris Agreement last year in Paris we reached a new historical milestone in the global efforts to combat climate change.,not evaluated,"418 By adopting the Paris Agreement last year in Paris we reached a new historical milestone in the global efforts to combat climate change.
",not evaluated,1
419,We appreciate that the good spirit of Paris conference continued also after Paris and enabled an early entry into force of the Agreement.,not evaluated,"419 We appreciate that the good spirit of Paris conference continued also after Paris and enabled an early entry into force of the Agreement.
",not evaluated,1
420,The Czech Republic fully supported the ratification of the Paris Agreement by the EU which hel ped us to reach the thresholds for the entry into force.,not evaluated,"420 The Czech Republic fully supported the ratification of the Paris Agreement by the EU which hel ped us to reach the thresholds for the entry into force.
",not evaluated,1
421,"At national level, we are fully committed to finalise our ratification process of the Paris Agreement very soon.",not evaluated,"421 At national level, we are fully committed to finalise our ratification process of the Paris Agreement very soon.
",not evaluated,1
422,We strongly believe that the Paris Agreement will become a crucial instrument to cope with the climate change challenges and threats and will guide our future action and effort in this regard.,not evaluated,"422 We strongly believe that the Paris Agreement will become a crucial instrument to cope with the climate change challenges and threats and will guide our future action and effort in this regard.
",general normative statement,1
423,"Jointly with the EU and its Member States, we have submitted an ambitious commitment to further reduce the greenhouse gas emissions by at least 40 p er cent by 2030 compared to 1990.",not evaluated,"423 Jointly with the EU and its Member States, we have submitted an ambitious commitment to further reduce the greenhouse gas emissions by at least 40 p er cent by 2030 compared to 1990.
",general normative statement,1
424,"The Czech Republic is currently well on track to fulfil its commitments under the Convention, the Kyoto Protocol and the Paris Agreement .",not evaluated,"424 The Czech Republic is currently well on track to fulfil its commitments under the Convention, the Kyoto Protocol and the Paris Agreement .
",not evaluated,1
425,Our greenhouse gas emissions in 2014 were 37 per cent below the 1990 levels.,not evaluated,"425 Our greenhouse gas emissions in 2014 were 37 per cent below the 1990 levels.
",not evaluated,1
426,"A new Climate Protection Policy in the Czech Republic, which will serve as our low carbon development strategy is expected to be adopted in March 2017. ",not evaluated,"426 A new Climate Protection Policy in the Czech Republic, which will serve as our low carbon development strategy is expected to be adopted in March 2017. 
",not evaluated,1
427,The Policy suggests reaching a long term goal to reduce GHG emissions in 2050 by 80 per cent and that all key economic sectors will contribute to achieving this goal with specific measures.,not evaluated,"427 The Policy suggests reaching a long term goal to reduce GHG emissions in 2050 by 80 per cent and that all key economic sectors will contribute to achieving this goal with specific measures.
",general normative statement,1
428,"In addition, the Czech Republic has invested significant financial resources in energy efficiency and green heating in various sectors  including households and industry.",not evaluated,"428 In addition, the Czech Republic has invested significant financial resources in energy efficiency and green heating in various sectors  including households and industry.
",not evaluated,1
429,The total budget for these measures will reach more than 2 bill. Euro by 2020.,not evaluated,"429 The total budget for these measures will reach more than 2 bill. Euro by 2020.
",not evaluated,1
430,Adaptation planning is an essential part of the Czech climate protection policy.,not evaluated,"430 Adaptation planning is an essential part of the Czech climate protection policy.
",general normative statement,1
431,"In 2015, our Government adopted a comprehensive Strategy on Adaptation .",not evaluated,"431 In 2015, our Government adopted a comprehensive Strategy on Adaptation .
",not evaluated,1
432,"The Strategy will be implemented through its National Action Plan on Adaptation, which is currently being submitted to the Government for approval.",not evaluated,"432 The Strategy will be implemented through its National Action Plan on Adaptation, which is currently being submitted to the Government for approval.
",not evaluated,1
433,We are aware of the fact that the poorest and most vulnerable countries are dependent on support to address their domestic climate challenges and risks.,not evaluated,"433 We are aware of the fact that the poorest and most vulnerable countries are dependent on support to address their domestic climate challenges and risks.
",prioritarian,1
434,"In this respect I am pleased to inform you that the Czech Republic provided in total 8,1 mil. EUR of climate finance in 2015 through its bilateral and multilateral channels and is prepared to continue to provide nece ssary support to developing countries in order to assist them in their adaptation and mitigation needs and efforts.",not evaluated,"434 In this respect I am pleased to inform you that the Czech Republic provided in total 8,1 mil. EUR of climate finance in 2015 through its bilateral and multilateral channels and is prepared to continue to provide nece ssary support to developing countries in order to assist them in their adaptation and mitigation needs and efforts.
",prioritarian,1
435," Excellences, Ladies and Gentlemen, This year, we have witnessed the hottest year in modern global temperature record -keeping .",not evaluated,"435  Excellences, Ladies and Gentlemen, This year, we have witnessed the hottest year in modern global temperature record -keeping .
",not evaluated,1
436,It is a clear signal for us that there is no time to waste.,not evaluated,"436 It is a clear signal for us that there is no time to waste.
",general normative statement,1
437,We must focus on effective implementation of the Paris Agreement and make every effort to set a path to guide us to our low carbon future which will be sustainable and safe not only for us but also for future generations.,utilitarian,"437 We must focus on effective implementation of the Paris Agreement and make every effort to set a path to guide us to our low carbon future which will be sustainable and safe not only for us but also for future generations.
",utilitarian,1
438,Thank you for your attention.,not evaluated,"438 Thank you for your attention.
",not evaluated,1
439,"COP 22 President, His Excellency Mr Salaheddine Mezouar, Executive Director of the UNFCCC, Ms Patricia Espinosa, Let me open by expressing our appreciation to King Mohammed the VI and the Moroccan people for the warm reception my delegation and I have received.",not evaluated,"439 COP 22 President, His Excellency Mr Salaheddine Mezouar, Executive Director of the UNFCCC, Ms Patricia Espinosa, Let me open by expressing our appreciation to King Mohammed the VI and the Moroccan people for the warm reception my delegation and I have received.
",not evaluated,1
440,Our hosts have excelled themselves in providing an atmosphere which supported the positive outcome here in Marrakech .,not evaluated,"440 Our hosts have excelled themselves in providing an atmosphere which supported the positive outcome here in Marrakech .
",not evaluated,1
441,"Ladies and Gentlemen,  Just over a month ago, we reached a historic milestone – the Paris Agreement was ratified by enough countries to become operational .",not evaluated,"441 Ladies and Gentlemen,  Just over a month ago, we reached a historic milestone – the Paris Agreement was ratified by enough countries to become operational .
",not evaluated,1
442,I am proud to report that Israel is now one of those countries.,not evaluated,"442 I am proud to report that Israel is now one of those countries.
",not evaluated,1
443,We completed our ratification process two days ago .,not evaluated,"443 We completed our ratification process two days ago .
",not evaluated,1
444,The time has come to move from words to actions.,not evaluated,"444 The time has come to move from words to actions.
",general normative statement,1
445, The focus of this meeting in Marrakesh is implementation and Israel is also committed .,not evaluated,"445  The focus of this meeting in Marrakesh is implementation and Israel is also committed .
",general normative statement,1
446,"Today, we all recommit to both national action and global cooperation .",not evaluated,"446 Today, we all recommit to both national action and global cooperation .
",egalitarian,1
447,Israel is no exception.,not evaluated,"447 Israel is no exception.
",not evaluated,1
448, Emissions reduction is at the core of the Paris Agreement.,not evaluated,"448  Emissions reduction is at the core of the Paris Agreement.
",not evaluated,1
449,"Israel established a national mitigation target of 7.7 metric tons of carbon dioxide equivalent (CO 2e) per capita in 2030 - a 26% reduction below the 2005 per capita level . We the n determined s ector -specific targets to help us reach the target: 17% reduction in electricity consumption, 20% reduction in private car mileage and 17% electricity generation from renewable energy.",not evaluated,"449 Israel established a national mitigation target of 7.7 metric tons of carbon dioxide equivalent (CO 2e) per capita in 2030 - a 26% reduction below the 2005 per capita level . We the n determined s ector -specific targets to help us reach the target: 17% reduction in electricity consumption, 20% reduction in private car mileage and 17% electricity generation from renewable energy.
",not evaluated,1
450," To reach Israel’s mitigation target for 2030, we are taking significant and innovative measures.",not evaluated,"450  To reach Israel’s mitigation target for 2030, we are taking significant and innovative measures.
",general normative statement,1
451,"Since energy production is responsible for 53% of total emissions anticipated in 2030, coal use reduction is a top priority.",not evaluated,"451 Since energy production is responsible for 53% of total emissions anticipated in 2030, coal use reduction is a top priority.
",not evaluated,1
452,"As a first step, the government decided to reduce its installed coal capacity by nearl y 30% as we move from coal to natural gas.",not evaluated,"452 As a first step, the government decided to reduce its installed coal capacity by nearl y 30% as we move from coal to natural gas.
",not evaluated,1
453,Additional reduction s will come from the introduction of renewable energy .,not evaluated,"453 Additional reduction s will come from the introduction of renewable energy .
",not evaluated,1
454,We will be offering economic incentives side by side with the removal of regulatory and bureaucratic barriers in order to promote the cons truction of new renewable energy facilities.,not evaluated,"454 We will be offering economic incentives side by side with the removal of regulatory and bureaucratic barriers in order to promote the cons truction of new renewable energy facilities.
",libertarian,1
455,Energy efficiency has been identified as a major lever for greenhouse gas emissions reduction.,not evaluated,"455 Energy efficiency has been identified as a major lever for greenhouse gas emissions reduction.
",not evaluated,1
456,"Therefore, w e are adopting stringent standards for energy -efficient appliances and for green building and promoting an energy rating for commercial, public and residential 3  buildings.",not evaluated,"456 Therefore, w e are adopting stringent standards for energy -efficient appliances and for green building and promoting an energy rating for commercial, public and residential 3  buildings.
",general normative statement,1
457,"At the same time, we are focusing on economic mechanisms to reduce electricity consumption and on regulations and standards to increase green building in Israel.",not evaluated,"457 At the same time, we are focusing on economic mechanisms to reduce electricity consumption and on regulations and standards to increase green building in Israel.
",general normative statement,1
